Fscl-yr_Ex-fin,Min-portfolio_Portefeuille-min_fra,Dept-name_Nom-min_fra,Std-obj1_Art-crnt1,Std-obj2_Art-crnt2,Std-obj3_Art-crnt3,Std-obj4_Art-crnt4,Std-obj5_Art-crnt5,Std-obj6_Art-crnt6,Std-obj7_Art-crnt7,Std-obj8_Art-crnt8,Std-obj9_Art-crnt9,Std-obj10_Art-crnt10,Std-obj11_Art-crnt11,Std-obj12_Art-crnt12,External-revenues_Revenus-externes,Internal-revenues_Revenus-internes,Amt-units_Mnt-unite
2019/2020,"Innovation, Sciences et Développement économique","Agence de développement économique du Canada pour les régions du Québec",37491,1010,341,4903,807,39,148,0,913,278838,0,133,0,0,x1000
2019/2020,"Innovation, Sciences et Développement économique","Agence fédérale de développement économique pour le Sud de l'Ontario",27918,837,512,4102,348,34,105,0,421,233000,0,227,0,0,x1000
2019/2020,"Innovation, Sciences et Développement économique","Conseil national de recherches du Canada",488200,17216,1873,84585,10517,22009,45303,25901,64575,435225,0,19198,0,0,x1000
2019/2020,"Innovation, Sciences et Développement économique","Conseil de recherches en sciences naturelles et en génie",46761,3269,1084,7600,1771,157,89,72,1654,1296861,0,47,0,0,x1000
2019/2020,"Innovation, Sciences et Développement économique","Conseil de recherches en sciences sciences humaines",28687,1431,890,5212,1011,93,54,4,943,902401,0,31,0,0,x1000
2019/2020,"Innovation, Sciences et Développement économique","Conseil canadien des normes",0,0,0,0,0,0,0,0,0,0,0,18579,0,0,x1000
2019/2020,"Innovation, Sciences et Développement économique","Statistique Canada",580472,16398,8503,28986,16703,723,1628,821,12396,64,0,294,16067,103971,x1000
2019/2020,Justice,"Ministère de la Justice",629364,9987,2647,37923,8177,5875,3100,0,7950,440049,0,12882,1059,344174,x1000
2019/2020,Justice,"Service canadien d'appui aux tribunaux administratifs",71421,3124,728,8607,3336,398,553,0,892,0,0,166,12443,11734,x1000
2019/2020,Justice,"Commission canadienne des droits de la personne",22270,791,138,2322,352,25,122,21,456,0,0,33,0,1488,x1000
2019/2020,Justice,"Service administratif des tribunaux judiciaires",64844,3119,511,14198,3077,893,2567,2173,3828,0,0,117,0,0,x1000
2019/2020,Justice,"Bureau du commissaire à la magistrature fédérale",582050,22677,149,16429,440,121,61,0,268,0,0,5903,0,40,x1000
2019/2020,Justice,"Bureau du directeur des poursuites pénales",136770,7458,537,55234,2120,866,1562,0,2233,0,0,3079,289,16638,x1000
2019/2020,Justice,"Commissariats à l'information et à la protection de la vie privée du Canada",31635,823,598,6529,1259,90,206,346,962,493,0,177,0,194,x1000
2019/2020,Justice,"Registraire de la Cour suprême du Canada",30182,1534,262,2821,1073,240,1124,0,464,0,0,82,0,0,x1000
2019/2020,Parlement,"Chambre des communes",403371,36506,10007,25334,19751,6173,9660,0,19458,1111,0,1130,3905,22847,x1000
2019/2020,Parlement,"Bibliothèque du Parlement",41652,614,626,2260,755,186,3414,0,434,0,0,-27,635,0,x1000
2019/2020,Parlement,"Commissariat aux conflits d'intérêts et à l'éthique",5557,46,12,1067,9,1,53,0,140,0,0,1,0,0,x1000
2019/2020,Parlement,"Bureau du directeur parlementaire du budget",4741,37,19,890,140,1,80,0,16,0,0,0,0,0,x1000
2019/2020,Parlement,"Bureau du conseiller sénatorial en éthique",868,13,0,164,1,0,8,0,0,0,0,0,0,0,x1000
2019/2020,Parlement,"Service de protection parlementaire",71413,277,130,13693,346,663,734,0,3019,0,0,167,108,1659,x1000
2019/2020,Parlement,"Secrétariat du Comité des parlementaires sur la sécurité nationale et le renseignement",1515,36,17,962,84,27,6,0,45,0,0,2,0,0,x1000
2019/2020,Parlement,Sénat,81058,7369,952,3478,1245,929,882,0,1461,459,0,37,0,0,x1000
2019/2020,"Patrimoine canadien","Ministère du Patrimoine canadien",187573,4662,2716,29919,4018,1362,2902,0,2991,1321511,0,1928,6252,2755,x1000
2019/2020,"Patrimoine canadien","Conseil des Arts du Canada",0,0,0,0,0,0,0,0,0,0,0,327771,0,0,x1000
2019/2020,"Patrimoine canadien","Société Radio-Canada",0,0,0,0,0,0,0,0,0,0,0,1210798,0,0,x1000
2019/2020,"Patrimoine canadien","Musée canadien des droits de la personne",0,0,0,0,0,0,0,0,0,0,0,26955,0,0,x1000
2019/2020,"Patrimoine canadien","Musée canadien de l'histoire",0,0,0,0,0,0,0,0,0,0,0,75729,0,0,x1000
2019/2020,"Patrimoine canadien","Musée canadien de l'immigration du Quai 21",0,0,0,0,0,0,0,0,0,0,0,7905,0,0,x1000
2019/2020,"Patrimoine canadien","Musée canadien de la nature",0,0,0,0,0,0,0,0,0,0,0,29197,0,0,x1000
2019/2020,"Patrimoine canadien","Conseil de la radiodiffusion et des télécommunications canadiennes",57848,1636,1474,4650,1133,437,284,0,1617,0,0,470,57489,0,x1000
2019/2020,"Patrimoine canadien","Bibliothèque et Archives du Canada",96012,1122,296,15331,4239,971,2450,4829,2237,2715,0,4669,166,351,x1000
2019/2020,"Patrimoine canadien","Société du Centre national des Arts",0,0,0,0,0,0,0,0,0,0,0,35270,0,0,x1000
2019/2020,"Patrimoine canadien","Commission de la capitale nationale",0,0,0,0,0,0,0,0,0,0,0,94258,0,0,x1000
2019/2020,"Patrimoine canadien","Office national du film",44017,2736,1655,12221,7820,2292,404,0,5466,0,0,4128,4829,0,x1000
2019/2020,"Patrimoine canadien","Musée des beaux-arts du Canada",0,0,0,0,0,0,0,0,0,0,0,47171,0,0,x1000
2019/2020,"Patrimoine canadien","Musée national des sciences et de la technologie",0,0,0,0,0,0,0,0,0,0,0,30937,0,0,x1000
2019/2020,"Patrimoine canadien","Téléfilm Canada",0,0,0,0,0,0,0,0,0,0,0,109379,0,0,x1000
2019/2020,"Patrimoine canadien","Commission des champs de bataille nationaux",4515,126,272,1361,67,561,600,0,166,0,0,2711,0,0,x1000
2019/2020,"Pêches, Océans et Garde côtière canadienne","Ministère des Pêches et des Océans",1252468,98901,3527,502600,54285,205227,137703,156184,378914,279057,0,111855,44651,0,x1000
2019/2020,"Relations Couronne-Autochtones et Affaires du Nord","Ministère des Affaires indiennes et du Nord canadien",76158,3487,793,13839,2329,93,247,0,360,659924,0,10135,0,0,x1000
2019/2020,"Relations Couronne-Autochtones et Affaires du Nord","Ministère des Relations Couronne-Autochtones et des Affaires du Nord",143618,8670,5966,156807,4062,765,1353,2663,1987,2142887,0,3002214,0,404,x1000
2019/2020,"Relations Couronne-Autochtones et Affaires du Nord","Station canadienne de recherche dans l'Extrême‐Arctique",9209,4235,800,3163,1127,2437,1911,0,742,6872,0,82,0,0,x1000
2019/2020,"Ressources naturelles","Ministère des Ressources naturelles",488055,17165,14418,105897,19252,7009,24829,9914,18560,1768560,0,7267,20401,5734,x1000
2019/2020,"Ressources naturelles","Énergie atomique du Canada, Limitée",0,0,0,0,0,0,0,0,0,0,0,868140,0,0,x1000
2019/2020,"Ressources naturelles","Régie canadienne de l'énergie",48398,2037,204,7807,319,585,322,40,313,1203,0,-58,0,0,x1000
2019/2020,"Ressources naturelles","Commission canadienne de sûreté nucléaire",111861,4622,903,16807,4528,2496,505,0,2853,3153,0,237,0,0,x1000
2019/2020,"Ressources naturelles","Office national de l'énergie",29953,1177,243,4427,123,395,106,0,20,293,0,90,0,0,x1000
2019/2020,"Ressources naturelles","Administration du pipe-line du Nord",29,1,0,199,10,0,0,0,0,0,0,0,0,0,x1000
2019/2020,"Revenu national","Agence du revenu du Canada",3669464,119381,17282,405245,274241,49083,18013,0,42238,2987167,0,5591,0,389494,x1000
2019/2020,Santé,"Ministère de la Santé",880752,19672,34408,144381,18246,15519,21225,4518,27313,1557682,0,96841,114504,30664,x1000
2019/2020,Santé,"Agence canadienne d'inspection des aliments",607402,13468,3287,67068,12018,5962,17534,0,12721,7020,0,5787,0,0,x1000
2019/2020,Santé,"Instituts de recherche en santé du Canada",55519,4664,336,4051,1697,94,95,0,714,1134827,0,54,0,0,x1000
2019/2020,Santé,"Conseil d'examen du prix des médicaments brevetés",9044,286,675,1907,271,358,15,0,668,0,0,90,0,0,x1000
2019/2020,Santé,"Agence de la santé publique du Canada",248987,9278,28488,87673,5686,2941,250820,177,10251,245036,0,3924,596,60,x1000
2019/2020,"Sécurité publique et Protection civile","Ministère de la Sécurité publique et de la Protection civile",124664,3582,3492,21584,5407,1993,570,0,3663,751679,0,5077,576,1800,x1000
2019/2020,"Sécurité publique et Protection civile","Agence des services frontaliers du Canada",1518930,54159,1819,354295,13593,31039,22167,42221,46381,0,0,7711,27975,0,x1000
2019/2020,"Sécurité publique et Protection civile","Service canadien du renseignement de sécurité",372349,0,0,0,0,0,0,0,0,0,0,238736,0,0,x1000
2019/2020,"Sécurité publique et Protection civile","Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada",8135,275,48,1054,272,91,83,0,271,0,0,314,0,0,x1000
2019/2020,"Sécurité publique et Protection civile","Service correctionnel du Canada",1830150,34011,900,398280,27023,39759,173312,107518,65918,2534,0,89606,5250,110940,x1000
2019/2020,"Sécurité publique et Protection civile","Bureau de l'enquêteur correctionnel du Canada",4404,275,42,397,26,12,18,0,90,0,0,177,0,0,x1000
2019/2020,"Sécurité publique et Protection civile","Commission des libérations conditionnelles du Canada",49261,2505,97,2767,255,51,169,28,489,0,0,342,4475,0,x1000
2019/2020,"Sécurité publique et Protection civile","Gendarmerie royale du Canada",4416754,215385,3472,534951,139687,102822,160010,80860,277063,339854,699,167417,1695171,10829,x1000
2019/2020,"Sécurité publique et Protection civile","Comité externe d'examen de la Gendarmerie royale du Canada",2185,37,7,422,7,167,41,0,79,0,0,188,0,0,x1000
2019/2020,"Services aux Autochtones","Ministère des Services aux Autochtones",586476,355527,2475,577042,15720,3842,544349,213,56666,11159427,0,7271,33377,1082,x1000
2019/2020,"Services publics et Approvisionnement","Ministère des Travaux publics et des Services gouvernementaux",1585734,75258,18150,1934280,1194008,1126360,255731,733007,150097,325,123231,369630,391416,3345708,x1000
2019/2020,"Services publics et Approvisionnement","Société canadienne des postes",0,0,0,0,0,0,0,0,0,0,0,22210,0,0,x1000
2019/2020,"Services publics et Approvisionnement","Commission de la capitale nationale",0,0,0,0,0,0,0,0,0,0,0,43222,0,0,x1000
2019/2020,Transports,"Ministère des Transports",661045,30223,7054,179829,11912,12074,17068,86319,77309,680094,0,23913,42814,38805,x1000
2019/2020,Transports,"Administration canadienne de la sûreté du transport aérien",0,0,0,0,0,0,0,0,0,0,0,847862,0,0,x1000
2019/2020,Transports,"Office des transports du Canada",31132,605,426,1637,755,39,86,0,604,0,0,-6,0,0,x1000
2019/2020,Transports,"Marine Atlantique S.C.C.",0,0,0,0,0,0,0,0,0,0,0,130904,0,0,x1000
2019/2020,Transports,"La Société des ponts fédéraux Limitée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,x1000
2019/2020,Transports,"VIA Rail Canada Inc.",0,0,0,0,0,0,0,0,0,0,0,506347,0,0,x1000
