Fscl-yr_Ex-fin,Min-portfolio_Portefeuille-min_fra,Dept-name_Nom-min_fra,Std-obj1_Art-crnt1,Std-obj2_Art-crnt2,Std-obj3_Art-crnt3,Std-obj4_Art-crnt4,Std-obj5_Art-crnt5,Std-obj6_Art-crnt6,Std-obj7_Art-crnt7,Std-obj8_Art-crnt8,Std-obj9_Art-crnt9,Std-obj10_Art-crnt10,Std-obj11_Art-crnt11,Std-obj12_Art-crnt12,External-revenues_Revenus-externes,Internal-revenues_Revenus-internes,Amt-units_Mnt-unite
2021/2022,"Conseil du Trésor","Commissariat à l'intégrité du secteur public",4266,58,70,915,63,1,4,0,39,30,0,1,0,0,x1000
2021/2022,"Conseil privé","Bureau du Conseil privé",156579,4695,4837,22330,6986,2551,559,0,10321,1397,0,315,80,6875,x1000
2021/2022,"Conseil privé","Bureau canadien d'enquête sur les accidents de transport et de la sécurité des transports",30309,563,142,3132,536,448,197,5,585,0,0,20,0,0,x1000
2021/2022,"Conseil privé","Secrétariat de l'Office de surveillance des activités en matière de sécurité nationale et de renseignement",9614,214,180,3497,179,3108,30,0,453,0,0,15,0,0,x1000
2021/2022,"Conseil privé","Bureau du commissaire au renseignement",1118,11,17,573,308,11,13,0,1,0,0,0,0,0,x1000
2021/2022,"Conseil privé","Commission de la fonction publique",83948,74,356,7266,1473,36,188,0,1212,0,0,359,15,8847,x1000
2021/2022,"Défense nationale","Ministère de la Défense nationale",11045285,631796,26136,4597556,635659,1745363,1080683,572249,3307811,314056,2817,500066,321406,11926,x1000
2021/2022,"Défense nationale","Centre de la sécurité des télécommunications",424687,0,0,0,0,0,0,12429,0,0,63912,315070,344,14763,x1000
2021/2022,"Défense nationale","Comité externe d'examen des griefs militaires",5966,11,8,324,525,25,7,0,142,0,0,17,0,0,x1000
2021/2022,"Défense nationale","Commission d'examen des plaintes concernant la police militaire",3552,54,58,565,396,6,6,0,139,0,0,-1,0,0,x1000
2021/2022,"Environnement et Changement climatique","Ministère de l'Environnement",840409,19080,11890,204451,34542,14725,32085,1674,34906,577282,364,5470,41775,22215,x1000
2021/2022,"Environnement et Changement climatique","Agence canadienne d'évaluation d'impact",48994,416,341,6909,94,18,89,0,365,17015,0,161,2401,0,x1000
2021/2022,"Environnement et Changement climatique","Agence Parcs Canada",519438,10436,6932,132213,22720,18310,54636,216021,29897,78229,75,75052,0,0,x1000
2021/2022,"Emploi, Développement de la main-d'oeuvre et Inclusion des personnes en situation de handicap","Ministère de l'Emploi et du Développement social",3090090,76434,88929,957851,281000,3889,3828,0,68084,93305561,0,474329,491731,2073400,x1000
2021/2022,"Emploi, Développement de la main-d'oeuvre et Inclusion des personnes en situation de handicap","Organisation canadienne d'élaboration de normes d'accessibilité",5335,8,176,1831,223,33,9,219,68,8500,0,99,0,0,x1000
2021/2022,"Emploi, Développement de la main-d'oeuvre et Inclusion des personnes en situation de handicap","Centre canadien d'hygiène et de sécurité au travail",11091,132,113,1100,360,10,70,0,217,0,0,0,0,0,x1000
2021/2022,"Femme, Égalité des genres et Jeunesse","Ministère des Femmes et de l'Égalité des genres",39811,188,2680,8622,562,47,41,158,1009,177423,0,113,0,0,x1000
2021/2022,Finances,"Ministère des Finances",111210,832,11516,10326,1548,211,84798,49,1377,82869367,22987970,308848,0,0,x1000
2021/2022,Finances,"Agence de la consommation en matière financière du Canada",25369,183,1606,7729,2746,16,57,0,934,0,0,18,0,0,x1000
2021/2022,Finances,"Centre d'analyse des opérations et déclarations financières du Canada",54962,1087,1057,9650,7572,850,281,0,1578,0,0,-9,0,0,x1000
2021/2022,Finances,"Bureau du vérificateur général",95282,699,1019,11672,2106,132,103,0,1268,0,0,37,947,0,x1000
2021/2022,Finances,"Bureau du surintendant des institutions financières",166769,1230,1823,18155,14822,883,126,311,3496,0,0,14,0,0,x1000
2021/2022,"Immigration, Réfugiés et Citoyenneté","Ministère de la Citoyenneté et de l'Immigration",901715,25208,13947,800693,71298,2060,23572,0,9651,1771143,0,19791,184610,3195,x1000
2021/2022,"Immigration, Réfugiés et Citoyenneté","Commission de l'immigration et du statut de réfugié",206621,3009,503,32067,6573,11711,362,0,2645,0,0,761,0,0,x1000
2021/2022,"Innovation, Sciences et Industrie","Ministère de l'Industrie",651308,5112,16351,202162,38190,8001,4492,0,26194,2429959,0,3434,257549,32791,x1000
2021/2022,"Innovation, Sciences et Industrie","Agence de promotion économique du Canada atlantique",70696,336,631,3621,1808,125,164,0,1338,363964,0,807,0,0,x1000
2021/2022,"Innovation, Sciences et Industrie","Agence canadienne de développement économique du Nord",15277,821,40,2920,2228,92,65,0,286,66517,0,126,0,0,x1000
2021/2022,"Innovation, Sciences et Industrie","Agence spatiale canadienne",90485,5836,1930,162120,5082,1839,1253,0,10102,86834,0,2627,0,0,x1000
2021/2022,"Innovation, Sciences et Industrie","Commission canadienne du tourisme",0,0,0,0,0,0,0,0,0,0,0,121160,0,0,x1000
2021/2022,"Innovation, Sciences et Industrie","Commission du droit d'auteur",2869,23,50,517,75,31,4,0,81,0,0,1,0,0,x1000
2021/2022,"Innovation, Sciences et Industrie","Ministère de la Diversification de l'économie de l'Ouest canadien",43654,415,833,6023,982,11,142,0,370,380799,0,9,0,1384,x1000
2021/2022,"Innovation, Sciences et Industrie","Agence fédérale de développement économique pour le Sud de l'Ontario",37148,30,517,4908,158,26,41,0,564,356645,0,78,0,0,x1000
2021/2022,"Innovation, Sciences et Industrie","Conseil national de recherches du Canada",521216,2384,1054,79284,12675,22167,47382,52626,85896,590806,0,20819,0,0,x1000
2021/2022,"Innovation, Sciences et Industrie","Conseil de recherches en sciences naturelles et en génie",59703,728,951,5428,1336,118,46,0,3128,1341785,0,52,0,0,x1000
2021/2022,"Innovation, Sciences et Industrie","Conseil de recherches en sciences humaines",37563,379,928,3995,730,69,38,0,2037,970618,0,34,0,0,x1000
2021/2022,"Innovation, Sciences et Industrie","Conseil canadien des normes",0,0,0,0,0,0,0,0,0,0,0,19272,0,0,x1000
2021/2022,"Innovation, Sciences et Industrie","Statistique Canada",721546,61474,26564,161756,24976,1271,1293,579,10064,0,0,1444,15983,111601,x1000
2021/2022,Justice,"Ministère de la Justice",702789,2108,2545,34341,8693,3258,2189,0,3675,529544,0,11544,1585,391684,x1000
2021/2022,Justice,"Service canadien d'appui aux tribunaux administratifs",81081,1094,998,10111,2970,473,376,0,441,0,0,27,14281,11019,x1000
2021/2022,Justice,"Commission canadienne des droits de la personne",31175,174,422,4508,595,27,97,12,528,0,0,68,0,1819,x1000
2021/2022,Justice,"Service administratif des tribunaux judiciaires",69812,2832,835,12461,3960,607,3292,1320,5132,0,0,122,0,0,x1000
2021/2022,Justice,"Bureau du commissaire à la magistrature fédérale",642844,6968,115,14182,683,34,27,0,207,0,0,5763,0,40,x1000
2021/2022,Justice,"Bureau du directeur des poursuites pénales",153219,4518,306,45641,2951,536,1563,0,1483,0,0,6502,223,15116,x1000
2021/2022,Justice,"Commissariats à l'information et à la protection de la vie privée du Canada",39400,308,429,5848,1015,170,55,282,756,493,0,66,0,180,x1000
2021/2022,Justice,"Registraire de la Cour suprême du Canada",33363,716,260,2062,1058,181,1135,0,517,0,0,102,0,0,x1000
2021/2022,Parlement,"Chambre des communes",419848,25518,11436,19931,24010,6622,7865,0,19452,1069,0,1020,1848,24828,x1000
2021/2022,Parlement,"Bibliothèque du Parlement",42437,196,1657,944,762,44,3476,0,777,0,0,-24,78,0,x1000
2021/2022,Parlement,"Bureau du commissaire aux conflits d'intérêts et à l'éthique",6057,46,84,738,38,1,52,0,321,0,0,1,0,0,x1000
2021/2022,Parlement,"Bureau du directeur parlementaire du budget",4979,30,242,406,202,2,179,0,47,0,0,3,0,0,x1000
2021/2022,Parlement,"Bureau du conseiller sénatorial en éthique",805,4,0,81,4,0,3,0,1,0,0,0,0,0,x1000
2021/2022,Parlement,"Service de protection parlementaire",71566,243,254,8482,970,1952,1003,0,2591,0,0,559,9,988,x1000
2021/2022,Parlement,"Secrétariat du Comité des parlementaires sur la sécurité nationale et le renseignement",1399,5,13,1164,94,0,8,0,15,0,0,0,0,0,x1000
2021/2022,Parlement,Sénat,83924,3220,1026,2501,2203,847,311,0,1657,476,0,197,0,0,x1000
2021/2022,"Patrimoine canadien","Ministère du Patrimoine canadien",215727,1772,4996,35891,4170,1563,2379,0,3292,1742352,0,1240,5831,1017,x1000
2021/2022,"Patrimoine canadien","Conseil des Arts du Canada",0,0,0,0,0,0,0,0,0,0,0,510389,0,0,x1000
2021/2022,"Patrimoine canadien","Société Radio-Canada",0,0,0,0,0,0,0,0,0,0,0,1250423,0,0,x1000
2021/2022,"Patrimoine canadien","Musée canadien des droits de la personne",0,0,0,0,0,0,0,0,0,0,0,29337,0,0,x1000
2021/2022,"Patrimoine canadien","Musée canadien de l'histoire",0,0,0,0,0,0,0,0,0,0,0,84700,0,0,x1000
2021/2022,"Patrimoine canadien","Musée canadien de l'immigration du Quai 21",0,0,0,0,0,0,0,0,0,0,0,9547,0,0,x1000
2021/2022,"Patrimoine canadien","Musée canadien de la nature",0,0,0,0,0,0,0,0,0,0,0,35681,0,0,x1000
2021/2022,"Patrimoine canadien","Fondation canadienne des relations raciales",0,0,0,0,0,0,0,0,0,0,0,6180,0,0,x1000
2021/2022,"Patrimoine canadien","Conseil de la radiodiffusion et des télécommunications canadiennes",63166,841,1748,5478,1153,128,93,0,550,0,0,190,59368,0,x1000
2021/2022,"Patrimoine canadien","Bibliothèque et Archives du Canada",84891,135,106,22557,3752,714,2476,10351,829,2215,0,6104,148,2179,x1000
2021/2022,"Patrimoine canadien","Société du Centre national des Arts",0,0,0,0,0,0,0,0,0,0,0,59921,0,0,x1000
2021/2022,"Patrimoine canadien","Office national du film",43420,1460,1678,15073,10515,142,385,0,2619,0,4,78,6037,0,x1000
2021/2022,"Patrimoine canadien","Musée des beaux-arts du Canada",0,0,0,0,0,0,0,0,0,0,0,52002,0,0,x1000
2021/2022,"Patrimoine canadien","Musée national des sciences et de la technologie",0,0,0,0,0,0,0,0,0,0,0,43173,0,0,x1000
2021/2022,"Patrimoine canadien","Téléfilm Canada",0,0,0,0,0,0,0,0,0,0,0,151229,0,0,x1000
2021/2022,"Patrimoine canadien","Commission des champs de bataille nationaux",5427,125,387,1841,75,545,901,0,1288,0,0,2613,0,0,x1000
2021/2022,"Pêches, Océans et Garde côtière canadienne","Ministère des Pêches et des Océans",1446252,74420,7064,748894,58151,166312,134967,90918,371540,681289,114,19886,40940,0,x1000
2021/2022,"Relations Couronne-Autochtones et Affaires du Nord","Ministère des Relations Couronne-Autochtones et des Affaires du Nord",223164,2005,3418,302897,5649,1231,757,724,567,2928150,0,1394534,0,30953,x1000
2021/2022,"Relations Couronne-Autochtones et Affaires du Nord","Station canadienne de recherche dans l'Extrême-Arctique",9796,1657,104,2236,1252,2930,1749,0,879,6725,0,7,0,0,x1000
2021/2022,"Ressources naturelles","Ministère des Ressources naturelles",518208,5815,15218,124433,20968,6709,23466,4585,27304,1394100,0,4899,18063,6430,x1000
2021/2022,"Ressources naturelles","Énergie atomique du Canada, Limitée",0,0,0,0,0,0,0,0,0,0,0,1008769,0,0,x1000
2021/2022,"Ressources naturelles","Régie canadienne de l'énergie",85703,1279,156,16900,537,1138,359,530,1632,1043,0,92,0,0,x1000
2021/2022,"Ressources naturelles","Commission canadienne de sûreté nucléaire",115065,728,911,16690,4022,977,320,0,1832,2916,0,79,0,0,x1000
2021/2022,"Ressources naturelles","Administration du pipe-line du Nord",60,0,0,185,11,0,0,0,0,0,0,0,0,0,x1000
2021/2022,"Revenu national","Agence du revenu du Canada",4666490,71372,21709,523126,287267,60614,12798,0,81386,4187717,0,20334,0,443518,x1000
2021/2022,Santé,"Ministère de la Santé",1068578,185371,84964,269768,30863,26649,1295123,480,36304,3250850,0,6502,177678,32989,x1000
2021/2022,Santé,"Agence canadienne d'inspection des aliments",661575,7112,5172,75525,10048,9470,20531,0,20638,4937,0,9441,0,0,x1000
2021/2022,Santé,"Instituts de recherche en santé du Canada",62413,216,423,3448,1737,139,12,0,582,1315234,0,95,0,0,x1000
2021/2022,Santé,"Conseil d'examen du prix des médicaments brevetés",9704,83,738,1467,135,3,1,0,186,0,0,22,0,0,x1000
2021/2022,Santé,"Agence de la santé publique du Canada",481179,83973,106995,1135041,79675,5209,6250980,162,27401,529172,0,6385,684,55,x1000
2021/2022,"Sécurité publique","Ministère de la Sécurité publique et de la Protection civile",144277,584,10859,25440,7420,1394,661,0,3472,875078,0,1168,619,2074,x1000
2021/2022,"Sécurité publique","Agence des services frontaliers du Canada",1842940,37971,1357,427999,12551,35243,18799,49885,59992,0,0,9771,17790,0,x1000
2021/2022,"Sécurité publique","Service canadien du renseignement de sécurité",404107,0,0,0,0,0,0,0,0,0,0,238066,0,0,x1000
2021/2022,"Sécurité publique","Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada",9239,73,25,491,219,2,80,0,164,0,0,238,0,0,x1000
2021/2022,"Sécurité publique","Service correctionnel du Canada",2039628,22952,588,457226,34333,25758,167234,68907,53249,3471,0,137204,6770,93857,x1000
2021/2022,"Sécurité publique","Bureau de l'enquêteur correctionnel du Canada",4462,91,32,237,30,0,15,0,117,0,0,169,0,0,x1000
2021/2022,"Sécurité publique","Commission des libérations conditionnelles du Canada",51865,1038,25,7440,294,30,109,0,908,0,0,-164,2792,0,x1000
2021/2022,"Sécurité publique","Gendarmerie royale du Canada",4965712,180057,3060,623177,156342,95693,164554,77532,257628,486886,617,123673,1805591,2915,x1000
2021/2022,"Sécurité publique","Comité externe d'examen de la Gendarmerie royale du Canada",3098,11,15,404,7,1,58,0,37,0,0,244,0,0,x1000
2021/2022,"Services aux Autochtones","Ministère des Services aux Autochtones",744225,377266,6055,736120,20008,5480,600982,22,52908,15847381,0,6212,5470,39379,x1000
2021/2022,"Services aux Autochtones","Agence fédérale de développement économique pour le Nord de l'Ontario",6844,69,59,1031,4,8,14,0,100,80301,0,791,0,0,x1000
2021/2022,"Services publics et Approvisionnement","Ministère des Travaux publics et des Services gouvernementaux",1764611,225724,15306,2206954,1277939,1027511,590549,695319,117253,2388,114813,385916,445092,3806839,x1000
2021/2022,"Services publics et Approvisionnement","Société canadienne des postes",0,0,0,0,0,0,0,0,0,0,0,22210,0,0,x1000
2021/2022,"Services publics et Approvisionnement","Commission de la capitale nationale",0,0,0,0,0,0,0,0,0,0,0,191714,0,0,x1000
2021/2022,"Services publics et Approvisionnement","Services partagés Canada",917464,579153,5840,433701,552781,253494,6099,3630,343476,0,8873,4601,5879,941079,x1000
2021/2022,Transports,"Ministère des Transports",710813,10700,7066,190241,14855,18940,14938,85256,58189,1081965,0,74150,36129,47778,x1000
2021/2022,Transports,"Administration canadienne de la sûreté du transport aérien",0,0,0,0,0,0,0,0,0,0,0,686115,0,0,x1000
2021/2022,Transports,"Office des transports du Canada",35525,128,359,4511,1292,27,61,0,966,0,0,19,0,0,x1000
2021/2022,Transports,"Marine Atlantique S.C.C.",0,0,0,0,0,0,0,0,0,0,0,130810,0,0,x1000
2021/2022,Transports,"La Société des ponts fédéraux Limitée",0,0,0,0,0,0,0,0,0,0,0,9124,0,0,x1000
2021/2022,Transports,"VIA Rail Canada Inc.",0,0,0,0,0,0,0,0,0,0,0,628856,0,0,x1000
