Fscl-yr_Ex-fin,Min-portfolio_Portefeuille-min_fra,Dept-name_Nom-min_fra,Std-obj1_Art-crnt1,Std-obj2_Art-crnt2,Std-obj3_Art-crnt3,Std-obj4_Art-crnt4,Std-obj5_Art-crnt5,Std-obj6_Art-crnt6,Std-obj7_Art-crnt7,Std-obj8_Art-crnt8,Std-obj9_Art-crnt9,Std-obj10_Art-crnt10,Std-obj11_Art-crnt11,Std-obj12_Art-crnt12,External-revenues_Revenus-externes,Internal-revenues_Revenus-internes,Amt-units_Mnt-unite
2013/2014,Finances,"Centre d'analyse des opérations et déclarations financières du Canada",39445,1038,87,3553,5982,612,364,0,634,0,0,-11,0,0,x1000
2013/2014,Finances,"Bureau du vérificateur général",71592,3485,549,6125,1089,339,249,0,1909,0,0,-15,-1057,0,x1000
2013/2014,Finances,"Bureau du surintendant des institutions financières",110018,4747,1097,15355,8690,361,494,1782,8071,0,0,188,-127562,-6203,x1000
2013/2014,Finances,"PPP Canada Inc.",0,0,0,0,0,0,0,0,0,0,0,265200,0,0,x1000
2013/2014,"Gouverneur général","Gouverneur général",15738,975,273,1461,270,25,612,0,309,545,0,99,0,0,x1000
2013/2014,Industrie,"Ministère Industrie",513692,10443,14486,88645,14366,6692,5538,0,19195,661152,0,2493,-207866,-13360,x1000
2013/2014,Industrie,"Agence spatiale canadienne",75208,3863,3850,87484,5217,3313,2226,0,191858,32682,0,3014,0,0,x1000
2013/2014,Industrie,"Commission canadienne du tourisme",0,0,0,0,0,0,0,0,0,0,0,57976,0,0,x1000
2013/2014,Industrie,"Commission du droit d'auteur",1797,126,203,535,73,0,26,0,20,0,0,0,0,0,x1000
2013/2014,Industrie,"Agence fédérale de développement économique pour le Sud de l'Ontario",23602,889,244,5041,385,19,122,0,419,204169,0,-610,0,0,x1000
2013/2014,Industrie,"Conseil national de recherches du Canada",388793,12948,1310,35822,8051,18641,46824,19138,59080,284037,0,19774,0,0,x1000
2013/2014,Industrie,"Conseil de recherches en sciences naturelles et en génie",36690,3031,671,4945,1757,54,188,0,547,1018904,0,56,0,-164,x1000
2013/2014,Industrie,"Greffe du Tribunal de la concurrence",891,56,31,134,6,0,25,0,12,0,0,0,0,0,x1000
2013/2014,Industrie,"Conseil de recherches en sciences humaines",20001,927,601,2956,671,28,87,0,129,670383,0,29,0,-92,x1000
2013/2014,Industrie,"Conseil canadien des normes",0,0,0,0,0,0,0,0,0,0,0,8081,0,0,x1000
2013/2014,Industrie,"Statistique Canada",493855,13459,1222,27263,12687,2356,3162,0,9749,0,0,40,-17583,-74698,x1000
2013/2014,Justice,"Ministère Justice",619917,7447,3237,36068,5956,5580,4424,0,6739,345578,0,1608,-1197,-298316,x1000
2013/2014,Justice,"Commission canadienne des droits de la personne",21263,895,183,1676,255,103,133,0,364,0,0,-1,0,-1197,x1000
2013/2014,Justice,"Tribunal canadien des droits de la personne",2276,298,50,1589,56,26,26,0,49,0,0,60,0,0,x1000
2013/2014,Justice,"Commissaire à la magistrature fédérale",460242,29786,85,5211,180,161,78,0,275,0,0,5360,0,-36,x1000
2013/2014,Justice,"Service administratif des tribunaux judiciaires",50507,2316,323,8505,1607,469,1959,221,1467,0,0,-31,0,0,x1000
2013/2014,Justice,"Bureau du directeur des poursuites pénales",131241,7008,599,50913,1472,5877,1672,0,852,0,0,6197,-116,-20422,x1000
2013/2014,Justice,"Commissariats à l'information et à la protection de la vie privée du Canada",27761,983,596,5813,808,4192,308,0,2463,481,0,19,0,0,x1000
2013/2014,Justice,"Cour suprême du Canada",26311,887,140,1481,664,133,1239,0,552,0,0,24,0,0,x1000
2013/2014,Parlement,Sénat,70284,7608,485,2835,861,535,699,0,937,449,0,1,0,0,x1000
2013/2014,Parlement,"Chambre des communes",317656,34927,6218,16306,15977,2879,6773,0,12441,947,0,1390,-915,12,x1000
2013/2014,Parlement,"Bibliothèque du Parlement",35965,515,585,2333,731,38,2145,0,651,0,0,-32,-600,0,x1000
2013/2014,Parlement,"Commissariat aux conflits d'intérêts et à l'éthique",4993,38,18,835,55,23,34,0,39,0,0,0,0,0,x1000
2013/2014,Parlement,"Conseiller sénatorial en éthique",692,5,10,42,10,1,6,0,0,0,0,0,0,0,x1000
2013/2014,"Patrimoine canadien","Ministère Patrimoine canadien",171084,2786,5178,16565,3504,1315,2777,0,2646,1131859,0,736,-4594,-2285,x1000
2013/2014,"Patrimoine canadien","Conseil des Arts du Canada",0,0,0,0,0,0,0,0,0,0,0,181974,0,0,x1000
2013/2014,"Patrimoine canadien","Société Radio-Canada",0,0,0,0,0,0,0,0,0,0,0,1083474,0,0,x1000
2013/2014,"Patrimoine canadien","Musée canadien des droits de la personne",0,0,0,0,0,0,0,0,0,0,0,32016,0,0,x1000
2013/2014,"Patrimoine canadien","Musée canadien de l'histoire",0,0,0,0,0,0,0,0,0,0,0,62851,0,0,x1000
2013/2014,"Patrimoine canadien","Musée canadien de l'immigration du Quai 21",0,0,0,0,0,0,0,0,0,0,0,18450,0,0,x1000
2013/2014,"Patrimoine canadien","Musée canadien de la nature",0,0,0,0,0,0,0,0,0,0,0,26771,0,0,x1000
2013/2014,"Patrimoine canadien","Conseil de la radiodiffusion et des télécommunications canadiennes",47356,1610,790,5097,910,671,233,0,904,0,0,1,-47192,0,x1000
2013/2014,"Patrimoine canadien","Bibliothèque et Archives du Canada",78753,715,142,10628,1268,1080,2865,893,4586,37,0,73,-236,0,x1000
2013/2014,"Patrimoine canadien","Société du Centre national des Arts",0,0,0,0,0,0,0,0,0,0,0,34648,0,0,x1000
2013/2014,"Patrimoine canadien","Office national du film",40806,3149,1384,11569,8657,818,816,0,2390,80,0,1118,-3873,-48,x1000
2013/2014,"Patrimoine canadien","Musée des beaux-arts du Canada",0,0,0,0,0,0,0,0,0,0,0,44193,0,0,x1000
2013/2014,"Patrimoine canadien","Musée national des sciences et de la technologie",0,0,0,0,0,0,0,0,0,0,0,27003,0,0,x1000
2013/2014,"Patrimoine canadien","Commission de la fonction publique",82332,402,192,7572,1965,1454,307,0,535,0,0,71,-23,-9240,x1000
2013/2014,"Patrimoine canadien","Commission des relations de travail dans la fonction publique",9420,631,85,1855,496,42,139,0,116,0,0,29,0,-107,x1000
2013/2014,"Patrimoine canadien","Tribunal de la dotation de la fonction publique",3805,86,11,759,73,0,17,0,18,0,0,0,0,0,x1000
2013/2014,"Patrimoine canadien","Greffe du Tribunal de la protection des fonctionnaires divulgateurs d'actes répréhensibles",905,16,4,171,83,0,23,0,27,0,0,0,0,0,x1000
2013/2014,"Patrimoine canadien","Téléfilm Canada",0,0,0,0,0,0,0,0,0,0,0,99975,0,0,x1000
2013/2014,"Patrimoine canadien","Commission des champs de bataille nationaux",4436,133,349,546,93,480,680,819,361,0,0,2258,0,0,x1000
2013/2014,"Pêches et Océans","Pêches et Océans",1021413,53009,1734,244177,16332,171040,111827,13885,108868,85270,0,18816,-39968,0,x1000
2013/2014,"Ressources naturelles","Ministère Ressources naturelles",447383,13657,17111,295271,14143,4399,27582,1735,33719,1197282,0,67984,-25843,-3379,x1000
2013/2014,"Ressources naturelles","Énergie atomique du Canada limitée",0,0,0,0,0,0,0,0,0,0,0,385463,0,0,x1000
2013/2014,"Ressources naturelles","Commission canadienne de sûreté nucléaire",111346,4710,1103,18921,4199,1028,606,0,1956,1724,0,24,0,0,x1000
2013/2014,"Ressources naturelles","Office national de l'énergie",58460,3011,361,13083,2680,675,540,0,2556,316,0,1,0,0,x1000
2013/2014,"Ressources naturelles","Administration du pipe-line du Nord",958,12,1,188,11,1,2,0,0,0,0,0,0,0,x1000
2013/2014,Santé,"Ministère Santé",980504,223878,17938,479374,17451,29948,457633,3433,54740,1747006,0,3882,-171888,-15720,x1000
2013/2014,Santé,"Agence canadienne d'inspection des aliments",570908,21070,926,89008,11391,9186,19018,20,20099,60419,0,3707,0,0,x1000
2013/2014,Santé,"Instituts de recherche en santé du Canada",42647,4072,785,4014,1179,157,326,0,826,943955,0,11,0,0,x1000
2013/2014,Santé,"Conseil d'examen du prix des médicaments brevetés",6187,142,268,758,63,15,149,0,77,0,0,2881,0,0,x1000
2013/2014,Santé,"Agence de la santé publique du Canada",221197,7421,13180,129910,1333,3124,25907,1788,11781,205633,0,729,-465,-40,x1000
2013/2014,"Sécurité publique et Protection civile","Ministère Sécurité publique et Protection civile",112391,3632,6395,18090,3182,1382,1079,1784,3446,1192322,0,96,-795,-1754,x1000
2013/2014,"Sécurité publique et Protection civile","Agence des services frontaliers du Canada",1405475,49650,2229,254265,11670,21261,18085,37628,48988,0,0,19030,-18169,0,x1000
2013/2014,"Sécurité publique et Protection civile","Service canadien du renseignement de sécurité",329390,0,0,0,0,0,0,0,0,0,0,186916,0,0,x1000
2013/2014,"Sécurité publique et Protection civile","Service correctionnel du Canada",1859834,34106,1027,324029,23101,31146,137052,317106,39474,346,0,69265,-7459,-78736,x1000
2013/2014,"Sécurité publique et Protection civile","Bureau de l'enquêteur correctionnel du Canada",3753,299,63,443,43,65,22,0,38,0,0,0,0,0,x1000
2013/2014,"Sécurité publique et Protection civile","Commission des libérations conditionnelles du Canada",46807,2411,215,3120,461,929,242,0,731,0,0,16,-4522,0,x1000
2013/2014,"Sécurité publique et Protection civile","Gendarmerie royale du Canada",3233907,162836,3343,434179,86233,110764,128361,49784,211090,162467,0,86885,-1775994,-1474,x1000
2013/2014,"Sécurité publique et Protection civile","Comité externe d'examen de la Gendarmerie royale du Canada",1226,21,22,309,3,0,14,0,11,0,0,0,0,0,x1000
2013/2014,"Sécurité publique et Protection civile","Commission des plaintes du public contre la Gendarmerie royale du Canada",6115,301,7,1265,49,281,58,28,685,0,0,1,0,0,x1000
2013/2014,Transports,"Ministère Transports",504581,24951,3087,132716,9717,15521,14168,43508,32314,526448,0,121488,-54976,-32890,x1000
2013/2014,Transports,"Société canadienne des postes",0,0,0,0,0,0,0,0,0,0,0,22210,0,0,x1000
2013/2014,Transports,"Administration canadienne de la sûreté du transport aérien",0,0,0,0,0,0,0,0,0,0,0,559066,0,0,x1000
2013/2014,Transports,"Office des transports du Canada",24958,473,397,1951,640,73,146,0,340,0,0,-1,0,0,x1000
2013/2014,Transports,"Marine Atlantique S.C.C.",0,0,0,0,0,0,0,0,0,0,0,154430,0,0,x1000
2013/2014,Transports,"La Société des ponts fédéraux limitée",0,0,0,0,0,0,0,0,0,0,0,13191,0,0,x1000
2013/2014,Transports,"Les Ponts Jacques-Cartier et Champlain Inc.",0,0,0,0,0,0,0,0,0,0,0,151610,0,0,x1000
2013/2014,Transports,"Tribunal d'appel des transports du Canada",900,106,1,406,20,0,13,0,25,0,0,0,0,0,x1000
2013/2014,Transports,"VIA Rail Canada Inc.",0,0,0,0,0,0,0,0,0,0,0,405661,0,0,x1000
2013/2014,"Travaux publics et Services gouvernementaux","Ministère Travaux publics et Services gouvernementaux",1164455,82060,15022,1534534,1206500,883109,243765,403410,54996,-1,0,586650,-347634,-2979742,x1000
2013/2014,"Travaux publics et Services gouvernementaux","Société du Vieux-Port de Montréal Inc.",0,0,0,0,0,0,0,0,0,0,0,17196,0,0,x1000
2013/2014,"Travaux publics et Services gouvernementaux","Services partagés Canada",664484,478166,818,210755,228152,92049,6689,0,317209,0,0,5916,-8306,-342694,x1000
