Segment_Secteur_fra,Min-portfolio_Portefeuille-min_fra,Type-detail_fra,2015/2016,2014/2015-COMP,Amt-units_Mnt-unite
"Portefeuilles ministériels","Pêches, Océans et Garde côtière canadienne","Principaux paiements de transfert",0,0,x1000000
"Portefeuilles ministériels","Pêches, Océans et Garde côtière canadienne","Autres paiements de transfert",94,90,x1000000
"Portefeuilles ministériels","Pêches, Océans et Garde côtière canadienne","Autres charges de programmes",1544,1581,x1000000
"Portefeuilles ministériels","Pêches, Océans et Garde côtière canadienne","Frais de la dette publique",0,0,x1000000
"Portefeuilles ministériels","Ressources naturelles","Principaux paiements de transfert",0,0,x1000000
"Portefeuilles ministériels","Ressources naturelles","Autres paiements de transfert",577,1184,x1000000
"Portefeuilles ministériels","Ressources naturelles","Autres charges de programmes",944,1067,x1000000
"Portefeuilles ministériels","Ressources naturelles","Frais de la dette publique",2,2,x1000000
"Portefeuilles ministériels","Revenu national","Principaux paiements de transfert",10509,10372,x1000000
"Portefeuilles ministériels","Revenu national","Autres paiements de transfert",3701,3350,x1000000
"Portefeuilles ministériels","Revenu national","Autres charges de programmes",7989,8108,x1000000
"Portefeuilles ministériels","Revenu national","Frais de la dette publique",0,0,x1000000
"Portefeuilles ministériels",Santé,"Principaux paiements de transfert",0,0,x1000000
"Portefeuilles ministériels",Santé,"Autres paiements de transfert",2985,2932,x1000000
"Portefeuilles ministériels",Santé,"Autres charges de programmes",3340,3313,x1000000
"Portefeuilles ministériels",Santé,"Frais de la dette publique",0,0,x1000000
"Portefeuilles ministériels","Sécurité publique et Protection civile","Principaux paiements de transfert",0,0,x1000000
"Portefeuilles ministériels","Sécurité publique et Protection civile","Autres paiements de transfert",620,204,x1000000
"Portefeuilles ministériels","Sécurité publique et Protection civile","Autres charges de programmes",10375,9831,x1000000
"Portefeuilles ministériels","Sécurité publique et Protection civile","Frais de la dette publique",1,1,x1000000
"Portefeuilles ministériels","Services publics et Approvisionnement","Principaux paiements de transfert",0,0,x1000000
"Portefeuilles ministériels","Services publics et Approvisionnement","Autres paiements de transfert",0,0,x1000000
"Portefeuilles ministériels","Services publics et Approvisionnement","Autres charges de programmes",4181,4350,x1000000
"Portefeuilles ministériels","Services publics et Approvisionnement","Frais de la dette publique",158,156,x1000000
"Portefeuilles ministériels",Transports,"Principaux paiements de transfert",0,0,x1000000
"Portefeuilles ministériels",Transports,"Autres paiements de transfert",529,593,x1000000
"Portefeuilles ministériels",Transports,"Autres charges de programmes",908,919,x1000000
"Portefeuilles ministériels",Transports,"Frais de la dette publique",42,41,x1000000
"Portefeuilles ministériels","Provision pour évaluation et autres éléments","Principaux paiements de transfert",0,0,x1000000
"Portefeuilles ministériels","Provision pour évaluation et autres éléments","Autres paiements de transfert",-221,-353,x1000000
"Portefeuilles ministériels","Provision pour évaluation et autres éléments","Autres charges de programmes",455,-604,x1000000
"Portefeuilles ministériels","Provision pour évaluation et autres éléments","Frais de la dette publique",0,0,x1000000
"Sociétés d'État et autres entités",,"Principaux paiements de transfert",0,0,x1000000
"Sociétés d'État et autres entités",,"Autres paiements de transfert",486,487,x1000000
"Sociétés d'État et autres entités",,"Autres charges de programmes",8533,7770,x1000000
"Sociétés d'État et autres entités",,"Frais de la dette publique",0,0,x1000000
