Fscl-yr_Ex-fin,Min-portfolio_Portefeuille-min_eng,Dept-name_Nom-min_eng,Std-obj1_Art-crnt1,Std-obj2_Art-crnt2,Std-obj3_Art-crnt3,Std-obj4_Art-crnt4,Std-obj5_Art-crnt5,Std-obj6_Art-crnt6,Std-obj7_Art-crnt7,Std-obj8_Art-crnt8,Std-obj9_Art-crnt9,Std-obj10_Art-crnt10,Std-obj11_Art-crnt11,Std-obj12_Art-crnt12,External-revenues_Revenus-externes,Internal-revenues_Revenus-internes,Amt-units_Mnt-unite
2014/2015,"Indian Affairs and Northern Development","Canadian Polar Commission",835,96,19,149,101,0,8,0,14,1096,0,37,0,0,x1000
2014/2015,"Indian Affairs and Northern Development","Indian Residential Schools Truth and Reconciliation Commission",2164,617,756,1961,416,5,13,0,5,0,0,58,0,0,x1000
2014/2015,"Indian Affairs and Northern Development","Registry of the Specific Claims Tribunal",725,111,0,168,200,2,10,0,64,0,0,33,0,0,x1000
2014/2015,Industry,"Industry Department",478154,12857,9011,85473,17852,9036,5935,34,12988,668438,0,17478,-208919,-10923,x1000
2014/2015,Industry,"Canadian Space Agency",67338,3872,7501,91925,3715,4091,1869,28,150113,40816,0,4823,0,0,x1000
2014/2015,Industry,"Canadian Tourism Commission",0,0,0,0,0,0,0,0,0,0,0,57976,0,0,x1000
2014/2015,Industry,"Copyright Board",1981,74,295,511,72,11,39,0,35,0,0,52,0,0,x1000
2014/2015,Industry,"Federal Economic Development Agency for Southern Ontario",22175,837,607,4032,402,54,95,0,587,74386,0,928,0,0,x1000
2014/2015,Industry,"National Research Council of Canada",435911,14725,1810,55017,7776,21345,47016,15423,58367,268214,0,30101,0,0,x1000
2014/2015,Industry,"Natural Sciences and Engineering Research Council",35906,3051,734,4229,1164,101,132,0,682,1038149,0,1347,0,-50,x1000
2014/2015,Industry,"Registry of the Competition Tribunal",424,25,10,57,4,0,18,0,16,0,0,21,0,0,x1000
2014/2015,Industry,"Social Sciences and Humanities Research Council",20139,837,841,2639,898,44,77,0,396,686414,0,670,0,-28,x1000
2014/2015,Industry,"Standards Council of Canada",0,0,0,0,0,0,0,0,0,0,0,12890,0,0,x1000
2014/2015,Industry,"Statistics Canada",472070,14383,1802,28305,12285,1992,2205,0,4687,0,0,13806,-18629,-65704,x1000
2014/2015,Justice,"Justice Department",570726,7117,2963,35427,5730,5596,4285,0,4552,348763,0,20874,-821,-296360,x1000
2014/2015,Justice,"Administrative Tribunals Support Service of Canada",27244,1656,150,3473,828,166,318,0,2591,0,0,-211,-5838,-3640,x1000
2014/2015,Justice,"Canadian Human Rights Commission",19688,761,285,1846,320,130,108,154,437,0,0,633,0,-1143,x1000
2014/2015,Justice,"Canadian Human Rights Tribunal",1345,193,13,795,42,1,13,0,2,0,0,65,0,0,x1000
2014/2015,Justice,"Courts Administration Service",50107,2506,292,8563,1724,332,2136,250,1601,0,0,1639,0,0,x1000
2014/2015,Justice,"Office of the Commissioner for Federal Judicial Affairs",478622,28334,77,4617,223,68,56,0,163,0,0,5488,0,-28,x1000
2014/2015,Justice,"Office of the Director of Public Prosecutions",124848,6776,576,48103,1576,1918,1688,0,1356,0,0,7617,-118,-19093,x1000
2014/2015,Justice,"Offices of the Information and Privacy Commissioners of Canada",27705,823,504,4445,1052,536,298,0,650,482,0,846,0,0,x1000
2014/2015,Justice,"Registrar of the Supreme Court of Canada",26006,941,95,1632,601,117,1228,0,750,0,0,623,0,0,x1000
2014/2015,"National Defence","National Defence Department",9243847,696098,18893,3176645,330387,1147914,1001069,501934,2321680,138016,0,324529,-418268,-28806,x1000
2014/2015,"National Defence","Communications Security Establishment",270704,0,0,0,0,0,0,304817,0,0,0,281460,-62,-486,x1000
2014/2015,"National Defence","Military Grievances External Review Committee",4521,75,60,692,644,8,15,0,100,0,0,135,0,0,x1000
2014/2015,"National Defence","Military Police Complaints Commission",2527,163,59,1615,372,1,60,0,111,0,0,57,0,0,x1000
2014/2015,"National Defence","Office of the Communications Security Establishment Commissioner",1242,48,13,354,326,2,12,0,10,0,0,37,0,0,x1000
2014/2015,"Natural Resources","Natural Resources Department",409714,14568,7199,315277,39479,5304,29643,792,28583,1190387,0,34369,-23686,-2210,x1000
2014/2015,"Natural Resources","Atomic Energy of Canada Limited",0,0,0,0,0,0,0,0,0,0,0,326743,0,0,x1000
2014/2015,"Natural Resources","Canadian Nuclear Safety Commission",98644,4687,1251,19313,4470,1587,570,0,2651,1869,0,3098,0,0,x1000
2014/2015,"Natural Resources","National Energy Board",64912,2836,323,7357,2983,1183,690,1091,3714,851,0,1381,0,0,x1000
2014/2015,"Natural Resources","Northern Pipeline Agency",275,2,0,228,10,0,1,0,0,0,0,0,0,0,x1000
2014/2015,"Office of Infrastructure of Canada","Office of Infrastructure of Canada Department",37042,584,248,35672,1586,27,115,10203,738,3008522,0,1145,0,0,x1000
2014/2015,"Office of Infrastructure of Canada","The Jacques-Cartier and Champlain Bridges Inc.",0,0,0,0,0,0,0,0,0,0,0,244958,0,0,x1000
2014/2015,"Office of the Governor","Office of the Governor General's Secretary",15268,1091,324,1400,395,9,802,0,502,551,0,519,0,0,x1000
2014/2015,Parliament,"The Senate",67939,7414,610,2384,1013,631,705,0,2600,468,0,1639,0,0,x1000
2014/2015,Parliament,"House of Commons",316658,35710,6946,18709,13713,3166,7108,0,11062,990,0,8873,-1115,8,x1000
2014/2015,Parliament,"Library of Parliament",34031,542,418,2694,867,41,2255,0,599,0,0,1009,-626,0,x1000
2014/2015,Parliament,"Office of the Conflict of Interest and Ethics Commissioner",4854,41,2,816,54,53,35,0,261,0,0,161,0,0,x1000
2014/2015,Parliament,"Senate Ethics Officer",646,6,0,22,10,1,5,0,1,0,0,12,0,0,x1000
2014/2015,"Privy Council Office","Privy Council Office Department",98463,3430,2418,10409,1352,1701,747,0,2081,0,0,2667,0,-74,x1000
2014/2015,"Privy Council Office","Canadian Intergovernmental Conference Secretariat",2635,702,9,1311,370,8,21,0,43,0,0,71,0,0,x1000
2014/2015,"Privy Council Office","Canadian Transportation Accident Investigation and Safety Board",25696,1410,99,2308,505,388,191,0,898,0,0,724,0,0,x1000
2014/2015,"Privy Council Office","Office of the Chief Electoral Officer",63397,8417,9847,40329,10578,767,3195,311,3769,8793,0,1363,0,0,x1000
2014/2015,"Privy Council Office","Office of the Commissioner of Official Languages",16988,612,218,2777,272,269,114,0,653,0,0,513,0,0,x1000
2014/2015,"Privy Council Office","Security Intelligence Review Committee",2239,229,38,302,50,3,25,0,23,0,0,71,0,0,x1000
2014/2015,"Public Safety and Emergency Preparedness","Public Safety and Emergency Preparedness Department",99275,3292,5849,17696,3541,384,869,1823,2061,539389,0,3330,-712,-1334,x1000
2014/2015,"Public Safety and Emergency Preparedness","Canada Border Services Agency",1527019,47960,3619,269615,7311,18140,16257,36466,42560,0,0,50388,-18191,0,x1000
2014/2015,"Public Safety and Emergency Preparedness","Canadian Security Intelligence Service",335142,0,0,0,0,0,0,0,0,0,0,180134,0,0,x1000
2014/2015,"Public Safety and Emergency Preparedness","Civilian Review and Complaints Commission for the Royal Canadian Mounted Police",6666,451,26,1501,55,157,73,138,342,0,0,191,0,0,x1000
2014/2015,"Public Safety and Emergency Preparedness","Correctional Service of Canada",1810966,27301,852,313575,22028,26465,147268,149681,54641,2767,0,100648,-8208,-72756,x1000
2014/2015,"Public Safety and Emergency Preparedness","Office of the Correctional Investigator of Canada",3798,252,35,498,32,4,16,0,10,0,0,123,0,0,x1000
2014/2015,"Public Safety and Emergency Preparedness","Parole Board of Canada",45152,2468,204,3181,307,781,261,0,658,0,0,1370,-4260,0,x1000
2014/2015,"Public Safety and Emergency Preparedness","Royal Canadian Mounted Police",3216018,192276,3524,419335,98008,98172,127542,87276,205303,172289,0,112159,-1868768,-1245,x1000
2014/2015,"Public Safety and Emergency Preparedness","Royal Canadian Mounted Police External Review Committee",1145,18,18,348,3,0,19,0,6,0,0,28,0,0,x1000
2014/2015,"Public Works and Government Services","Public Works and Government Services Department",1124440,78061,15144,1518175,1202566,786657,264677,210833,63920,0,0,670593,-371634,-2796269,x1000
2014/2015,"Public Works and Government Services","Shared Services Canada",609036,472176,318,235189,264357,94147,7658,114,312949,0,0,19766,-7494,-385834,x1000
2014/2015,Transport,"Transport Department",533551,32082,3121,166322,9320,18063,16137,41813,80386,646894,0,146660,-54642,-34626,x1000
2014/2015,Transport,"Canada Post Corporation",0,0,0,0,0,0,0,0,0,0,0,22210,0,0,x1000
2014/2015,Transport,"Canadian Air Transport Security Authority",0,0,0,0,0,0,0,0,0,0,0,623897,0,0,x1000
2014/2015,Transport,"Canadian Transportation Agency",23172,546,598,2245,541,90,184,0,698,0,0,704,0,0,x1000
2014/2015,Transport,"Marine Atlantic Inc.",0,0,0,0,0,0,0,0,0,0,0,127484,0,0,x1000
2014/2015,Transport,"The Federal Bridge Corporation Limited",0,0,0,0,0,0,0,0,0,0,0,8138,0,0,x1000
2014/2015,Transport,"Transportation Appeal Tribunal of Canada",551,97,0,181,23,0,5,0,0,0,0,28,0,0,x1000
2014/2015,Transport,"VIA Rail Canada Inc.",0,0,0,0,0,0,0,0,0,0,0,406210,0,0,x1000
2014/2015,Transport,"Windsor-Detroit Bridge Authority",0,0,0,0,0,0,0,0,0,0,0,8059,0,0,x1000
2014/2015,"Treasury Board","Treasury Board Secretariat",3470922,1401,355,99458,2601,2333,618,0,4817,692,0,68093,-7684,-421916,x1000
2014/2015,"Treasury Board","Canada School of Public Service",63163,1661,807,14072,2261,1259,452,0,3075,0,0,1759,0,0,x1000
2014/2015,"Treasury Board","Office of the Commissioner of Lobbying",3180,68,42,1036,69,6,12,0,151,0,0,116,0,0,x1000
2014/2015,"Treasury Board","Office of the Public Sector Integrity Commissioner",3270,72,68,1047,192,6,15,0,6,41,0,124,0,0,x1000
2014/2015,"Veterans Affairs","Veterans Affairs Department",261829,24896,8702,363660,6410,5861,157182,450,2247,2534086,0,11557,0,0,x1000
2014/2015,"Veterans Affairs","Veterans Review and Appeal Board",9635,817,7,432,21,41,66,0,110,0,0,294,0,0,x1000
2014/2015,"Western Economic Diversification","Western Economic Diversification",31039,974,212,5026,1261,24,150,0,648,121698,0,970,0,0,x1000
