Fscl-yr_Ex-fin,Min-portfolio_Portefeuille-min_eng,Dept-name_Nom-min_eng,Std-obj1_Art-crnt1,Std-obj2_Art-crnt2,Std-obj3_Art-crnt3,Std-obj4_Art-crnt4,Std-obj5_Art-crnt5,Std-obj6_Art-crnt6,Std-obj7_Art-crnt7,Std-obj8_Art-crnt8,Std-obj9_Art-crnt9,Std-obj10_Art-crnt10,Std-obj11_Art-crnt11,Std-obj12_Art-crnt12,External-revenues_Revenus-externes,Internal-revenues_Revenus-internes,Amt-units_Mnt-unite
2013/2014,"Economic Development Agency of Canada for the Regions of Quebec","Economic Development Agency of Canada for the Regions of Quebec",36707,635,414,4596,491,37,151,0,325,225935,0,15,0,0,x1000
2013/2014,"Employment and Social Development","Employment and Social Development Department",1863496,57991,53919,633014,225440,12437,8722,0,23912,48613757,0,16205,-404224,-1457756,x1000
2013/2014,"Employment and Social Development","Canada Industrial Relations Board",10711,702,53,847,237,55,153,0,218,0,0,281,0,0,x1000
2013/2014,"Employment and Social Development","Canada Mortgage and Housing Corporation",0,0,0,0,0,0,0,0,0,0,0,2084850,0,0,x1000
2013/2014,"Employment and Social Development","Canadian Centre for Occupational Health and Safety",7749,172,50,1075,30,143,156,0,0,0,0,0,-3708,-420,x1000
2013/2014,"Employment and Social Development","Office of the Co-ordinator,Status of Women",9610,547,98,1169,134,46,34,0,751,19033,0,0,0,0,x1000
2013/2014,Environment,"Environment Department",684266,35821,3490,133092,26852,20558,39211,1194,45072,79206,0,4628,-68040,-26400,x1000
2013/2014,Environment,"Canadian Environmental Assessment Agency",26159,1423,437,5990,366,16,114,0,225,2764,0,0,-4363,-503,x1000
2013/2014,Environment,"Parks Canada Agency",362794,14430,8057,104123,13336,66041,46244,12486,24511,13573,0,25346,0,0,x1000
2013/2014,Finance,"Finance Department",88216,2841,12282,16389,1422,82,106671,8518,4310,60185446,25011766,141011,0,-82,x1000
2013/2014,Finance,"Canadian International Trade Tribunal",9276,219,34,656,146,106,96,0,364,0,0,-1,0,0,x1000
2013/2014,Finance,"Financial Consumer Agency of Canada",9357,199,111,3645,813,5,71,6,469,0,0,44,0,0,x1000
2013/2014,Finance,"Financial Transactions and Reports Analysis Centre of Canada",39445,1038,87,3553,5982,612,364,0,634,0,0,-11,0,0,x1000
2013/2014,Finance,"Office of the Auditor General",71592,3485,549,6125,1089,339,249,0,1909,0,0,-15,-1057,0,x1000
2013/2014,Finance,"Office of the Superintendent of Financial Institutions",110018,4747,1097,15355,8690,361,494,1782,8071,0,0,188,-127562,-6203,x1000
2013/2014,Finance,"PPP Canada Inc.",0,0,0,0,0,0,0,0,0,0,0,265200,0,0,x1000
2013/2014,"Fisheries and Oceans","Fisheries and Oceans",1021413,53009,1734,244177,16332,171040,111827,13885,108868,85270,0,18816,-39968,0,x1000
2013/2014,"Foreign Affairs,Trade and Development","Foreign Affairs,Trade and Development Department",1100059,115439,11088,255994,190860,32723,54775,65075,49373,3152180,0,152317,-111255,-3350,x1000
2013/2014,"Foreign Affairs,Trade and Development","Canadian Commercial Corporation",0,0,0,0,0,0,0,0,0,0,0,15656,0,0,x1000
2013/2014,"Foreign Affairs,Trade and Development","Canadian International Development Agency",40240,1215,5,1538,522,326,53,0,15,619300,0,29252,0,0,x1000
2013/2014,"Foreign Affairs,Trade and Development","Export Development Canada (Canada Account)",0,0,0,5505,0,0,0,0,0,116863,0,28,0,0,x1000
2013/2014,"Foreign Affairs,Trade and Development","International Development Research Centre",0,0,0,0,0,0,0,0,0,0,0,202416,0,0,x1000
2013/2014,"Foreign Affairs,Trade and Development","International Joint Commission (Canadian Section)",4609,646,121,852,349,34,38,0,46,0,0,-25,0,0,x1000
2013/2014,"Foreign Affairs,Trade and Development","National Capital Commission",0,0,0,0,0,0,0,0,0,0,0,106161,0,0,x1000
2013/2014,"Governor General","Governor General",15738,975,273,1461,270,25,612,0,309,545,0,99,0,0,x1000
2013/2014,Health,"Health Department",980504,223878,17938,479374,17451,29948,457633,3433,54740,1747006,0,3882,-171888,-15720,x1000
2013/2014,Health,"Canadian Food Inspection Agency",570908,21070,926,89008,11391,9186,19018,20,20099,60419,0,3707,0,0,x1000
2013/2014,Health,"Canadian Institutes of Health Research",42647,4072,785,4014,1179,157,326,0,826,943955,0,11,0,0,x1000
2013/2014,Health,"Patented Medicine Prices Review Board",6187,142,268,758,63,15,149,0,77,0,0,2881,0,0,x1000
2013/2014,Health,"Public Health Agency of Canada",221197,7421,13180,129910,1333,3124,25907,1788,11781,205633,0,729,-465,-40,x1000
2013/2014,"Indian Affairs and Northern Development","Indian Affairs and Northern Development Department",489586,25859,12785,323297,12837,2417,5173,594,17225,6602425,0,547984,0,-690,x1000
2013/2014,"Indian Affairs and Northern Development","Canadian Polar Commission",1026,117,65,148,109,0,7,0,22,1096,0,0,0,0,x1000
2013/2014,"Indian Affairs and Northern Development","Indian Residential Schools Truth and Reconciliation Commission",3173,688,902,1176,887,12,10,0,11,0,0,2,0,0,x1000
2013/2014,"Indian Affairs and Northern Development","Registry of the Specific Claims Tribunal",1140,270,0,326,341,11,15,0,39,0,0,0,0,0,x1000
2013/2014,Industry,"Industry Department",513692,10443,14486,88645,14366,6692,5538,0,19195,661152,0,2493,-207866,-13360,x1000
2013/2014,Industry,"Canadian Space Agency",75208,3863,3850,87484,5217,3313,2226,0,191858,32682,0,3014,0,0,x1000
2013/2014,Industry,"Canadian Tourism Commission",0,0,0,0,0,0,0,0,0,0,0,57976,0,0,x1000
2013/2014,Industry,"Copyright Board",1797,126,203,535,73,0,26,0,20,0,0,0,0,0,x1000
2013/2014,Industry,"Federal Economic Development Agency for Southern Ontario",23602,889,244,5041,385,19,122,0,419,204169,0,-610,0,0,x1000
2013/2014,Industry,"National Research Council of Canada",388793,12948,1310,35822,8051,18641,46824,19138,59080,284037,0,19774,0,0,x1000
2013/2014,Industry,"Natural Sciences and Engineering Research Council",36690,3031,671,4945,1757,54,188,0,547,1018904,0,56,0,-164,x1000
2013/2014,Industry,"Registry of the Competition Tribunal",891,56,31,134,6,0,25,0,12,0,0,0,0,0,x1000
2013/2014,Industry,"Social Sciences and Humanities Research Council",20001,927,601,2956,671,28,87,0,129,670383,0,29,0,-92,x1000
2013/2014,Industry,"Standards Council of Canada",0,0,0,0,0,0,0,0,0,0,0,8081,0,0,x1000
2013/2014,Industry,"Statistics Canada",493855,13459,1222,27263,12687,2356,3162,0,9749,0,0,40,-17583,-74698,x1000
2013/2014,Justice,"Justice Department",619917,7447,3237,36068,5956,5580,4424,0,6739,345578,0,1608,-1197,-298316,x1000
2013/2014,Justice,"Canadian Human Rights Commission",21263,895,183,1676,255,103,133,0,364,0,0,-1,0,-1197,x1000
2013/2014,Justice,"Canadian Human Rights Tribunal",2276,298,50,1589,56,26,26,0,49,0,0,60,0,0,x1000
2013/2014,Justice,"Commissioner for Federal Judicial Affairs",460242,29786,85,5211,180,161,78,0,275,0,0,5360,0,-36,x1000
2013/2014,Justice,"Courts Administration Service",50507,2316,323,8505,1607,469,1959,221,1467,0,0,-31,0,0,x1000
2013/2014,Justice,"Office of the Director of Public Prosecutions",131241,7008,599,50913,1472,5877,1672,0,852,0,0,6197,-116,-20422,x1000
2013/2014,Justice,"Offices of the Information and Privacy Commissioners of Canada",27761,983,596,5813,808,4192,308,0,2463,481,0,19,0,0,x1000
2013/2014,Justice,"Supreme Court of Canada",26311,887,140,1481,664,133,1239,0,552,0,0,24,0,0,x1000
2013/2014,"National Defence","National Defence Department",9502410,746536,12504,3021223,335863,1217745,965610,548372,1973913,168275,0,689103,-395061,-22118,x1000
2013/2014,"National Defence","Communications Security Establishment",239352,0,0,0,0,0,0,0,0,0,0,204927,-34,-572,x1000
2013/2014,"National Defence","Military Grievances External Review Committee",4404,99,60,671,605,44,17,0,81,0,0,0,0,0,x1000
2013/2014,"National Defence","Military Police Complaints Commission",2525,163,19,2280,374,1,51,0,103,0,0,4,0,0,x1000
2013/2014,"National Defence","Office of the Communications Security Establishment Commissioner",1159,16,13,351,329,3,16,0,55,0,0,1,0,0,x1000
2013/2014,"Natural Resources","Natural Resources Department",447383,13657,17111,295271,14143,4399,27582,1735,33719,1197282,0,67984,-25843,-3379,x1000
2013/2014,"Natural Resources","Atomic Energy of Canada Limited",0,0,0,0,0,0,0,0,0,0,0,385463,0,0,x1000
2013/2014,"Natural Resources","Canadian Nuclear Safety Commission",111346,4710,1103,18921,4199,1028,606,0,1956,1724,0,24,0,0,x1000
2013/2014,"Natural Resources","National Energy Board",58460,3011,361,13083,2680,675,540,0,2556,316,0,1,0,0,x1000
2013/2014,"Natural Resources","Northern Pipeline Agency",958,12,1,188,11,1,2,0,0,0,0,0,0,0,x1000
2013/2014,"Office of Infrastructure of Canada","Office of Infrastructure of Canada Department",32319,169,209,15732,1754,13,66,0,313,3463223,0,27,0,0,x1000
2013/2014,"Office of Infrastructure of Canada","The Jacques Cartier and Champlain Bridges Inc.",0,0,0,0,0,0,0,0,0,0,0,37609,0,0,x1000
2013/2014,Parliament,"The Senate",70284,7608,485,2835,861,535,699,0,937,449,0,1,0,0,x1000
2013/2014,Parliament,"House of Commons",317656,34927,6218,16306,15977,2879,6773,0,12441,947,0,1390,-915,12,x1000
2013/2014,Parliament,"Library of Parliament",35965,515,585,2333,731,38,2145,0,651,0,0,-32,-600,0,x1000
2013/2014,Parliament,"Office of the Conflict of Interest and Ethics Commissioner",4993,38,18,835,55,23,34,0,39,0,0,0,0,0,x1000
2013/2014,Parliament,"Senate Ethics Officer",692,5,10,42,10,1,6,0,0,0,0,0,0,0,x1000
2013/2014,"Privy Council Office","Privy Council Office Department",101564,2988,2431,12317,1237,1347,781,0,3760,0,0,35,0,-75,x1000
2013/2014,"Privy Council Office","Canadian Intergovernmental Conference Secretariat",2987,699,9,1382,449,4,35,0,297,0,0,3,0,0,x1000
2013/2014,"Privy Council Office","Canadian Transportation Accident Investigation and Safety Board",27519,1614,121,2482,376,389,218,165,368,0,0,51,0,0,x1000
2013/2014,"Privy Council Office","Office of the Chief Electoral Officer",49987,4558,3357,26596,7135,991,345,6442,3603,16454,0,760,0,0,x1000
2013/2014,"Privy Council Office","Office of the Commissioner of Official Languages",16678,813,444,3369,256,72,107,1642,806,0,0,1,0,0,x1000
2013/2014,"Privy Council Office","Security Intelligence Review Committee",2165,216,41,287,19,3,21,0,30,0,0,0,0,0,x1000
2013/2014,"Public Safety and Emergency Preparedness","Public Safety and Emergency Preparedness Department",112391,3632,6395,18090,3182,1382,1079,1784,3446,1192322,0,96,-795,-1754,x1000
2013/2014,"Public Safety and Emergency Preparedness","Canada Border Services Agency",1405475,49650,2229,254265,11670,21261,18085,37628,48988,0,0,19030,-18169,0,x1000
2013/2014,"Public Safety and Emergency Preparedness","Canadian Security Intelligence Service",329390,0,0,0,0,0,0,0,0,0,0,186916,0,0,x1000
2013/2014,"Public Safety and Emergency Preparedness","Correctional Service of Canada",1859834,34106,1027,324029,23101,31146,137052,317106,39474,346,0,69265,-7459,-78736,x1000
2013/2014,"Public Safety and Emergency Preparedness","Office of the Correctional Investigator of Canada",3753,299,63,443,43,65,22,0,38,0,0,0,0,0,x1000
2013/2014,"Public Safety and Emergency Preparedness","Parole Board of Canada",46807,2411,215,3120,461,929,242,0,731,0,0,16,-4522,0,x1000
2013/2014,"Public Safety and Emergency Preparedness","Royal Canadian Mounted Police",3233907,162836,3343,434179,86233,110764,128361,49784,211090,162467,0,86885,-1775994,-1474,x1000
2013/2014,"Public Safety and Emergency Preparedness","Royal Canadian Mounted Police External Review Committee",1226,21,22,309,3,0,14,0,11,0,0,0,0,0,x1000
2013/2014,"Public Safety and Emergency Preparedness","Royal Canadian Mounted Police Public Complaints Commission",6115,301,7,1265,49,281,58,28,685,0,0,1,0,0,x1000
2013/2014,"Public Works and Government Services","Public Works and Government Services Department",1164455,82060,15022,1534534,1206500,883109,243765,403410,54996,-1,0,586650,-347634,-2979742,x1000
2013/2014,"Public Works and Government Services","Old Port of Montreal Corporation Inc.",0,0,0,0,0,0,0,0,0,0,0,17196,0,0,x1000
2013/2014,"Public Works and Government Services","Shared Services Canada",664484,478166,818,210755,228152,92049,6689,0,317209,0,0,5916,-8306,-342694,x1000
2013/2014,Transport,"Transport Department",504581,24951,3087,132716,9717,15521,14168,43508,32314,526448,0,121488,-54976,-32890,x1000
2013/2014,Transport,"Canada Post Corporation",0,0,0,0,0,0,0,0,0,0,0,22210,0,0,x1000
2013/2014,Transport,"Canadian Air Transport Security Authority",0,0,0,0,0,0,0,0,0,0,0,559066,0,0,x1000
2013/2014,Transport,"Canadian Transportation Agency",24958,473,397,1951,640,73,146,0,340,0,0,-1,0,0,x1000
2013/2014,Transport,"Marine Atlantic Inc.",0,0,0,0,0,0,0,0,0,0,0,154430,0,0,x1000
2013/2014,Transport,"The Federal Bridge Corporation Limited",0,0,0,0,0,0,0,0,0,0,0,13191,0,0,x1000
2013/2014,Transport,"The Jacques Cartier and Champlain Bridges Inc.",0,0,0,0,0,0,0,0,0,0,0,151610,0,0,x1000
2013/2014,Transport,"Transportation Appeal Tribunal of Canada",900,106,1,406,20,0,13,0,25,0,0,0,0,0,x1000
2013/2014,Transport,"VIA Rail Canada Inc.",0,0,0,0,0,0,0,0,0,0,0,405661,0,0,x1000
2013/2014,"Treasury Board","Treasury Board Secretariat",3209500,1869,438,93900,3330,539,623,0,2948,589,0,1507,-7335,-415387,x1000
2013/2014,"Treasury Board","Canada School of Public Service",63358,1807,636,15091,1874,399,460,20,927,0,0,190,0,0,x1000
2013/2014,"Treasury Board","Office of the Commissioner of Lobbying",3141,60,44,1018,53,45,14,0,88,0,0,0,0,0,x1000
2013/2014,"Treasury Board","Office of the Public Sector Integrity Commissioner",3814,74,64,1240,182,5,16,52,61,35,0,0,0,0,x1000
2013/2014,"Veterans Affairs","Veterans Affairs Department",294389,25317,4975,365390,6464,6860,167506,470,2369,2635521,0,4312,0,0,x1000
2013/2014,"Veterans Affairs","Veterans Review and Appeal Board",9979,774,28,367,19,56,56,0,179,0,0,0,0,0,x1000
2013/2014,"Western Economic Diversification","Western Economic Diversification",37420,1104,321,4392,1360,27,188,0,510,143006,0,0,0,0,x1000
