Fscl-yr_Ex-fin,Min-portfolio_Portefeuille-min_eng,Dept-name_Nom-min_eng,Std-obj1_Art-crnt1,Std-obj2_Art-crnt2,Std-obj3_Art-crnt3,Std-obj4_Art-crnt4,Std-obj5_Art-crnt5,Std-obj6_Art-crnt6,Std-obj7_Art-crnt7,Std-obj8_Art-crnt8,Std-obj9_Art-crnt9,Std-obj10_Art-crnt10,Std-obj11_Art-crnt11,Std-obj12_Art-crnt12,External-revenues_Revenus-externes,Internal-revenues_Revenus-internes,Amt-units_Mnt-unite
2021/2022,Health,"Patented Medicine Prices Review Board",9704,83,738,1467,135,3,1,0,186,0,0,22,0,0,x1000
2021/2022,Health,"Public Health Agency of Canada",481179,83973,106995,1135041,79675,5209,6250980,162,27401,529172,0,6385,684,55,x1000
2021/2022,"Immigration, Refugees and Citizenship","Department of Citizenship and Immigration",901715,25208,13947,800693,71298,2060,23572,0,9651,1771143,0,19791,184610,3195,x1000
2021/2022,"Immigration, Refugees and Citizenship","Immigration and Refugee Board",206621,3009,503,32067,6573,11711,362,0,2645,0,0,761,0,0,x1000
2021/2022,"Indigenous Services","Department of Indigenous Services",744225,377266,6055,736120,20008,5480,600982,22,52908,15847381,0,6212,5470,39379,x1000
2021/2022,"Indigenous Services","Federal Economic Development Agency for Northern Ontario",6844,69,59,1031,4,8,14,0,100,80301,0,791,0,0,x1000
2021/2022,"Innovation, Science and Industry","Department of Industry",651308,5112,16351,202162,38190,8001,4492,0,26194,2429959,0,3434,257549,32791,x1000
2021/2022,"Innovation, Science and Industry","Atlantic Canada Opportunities Agency",70696,336,631,3621,1808,125,164,0,1338,363964,0,807,0,0,x1000
2021/2022,"Innovation, Science and Industry","Canadian Northern Economic Development Agency",15277,821,40,2920,2228,92,65,0,286,66517,0,126,0,0,x1000
2021/2022,"Innovation, Science and Industry","Canadian Space Agency",90485,5836,1930,162120,5082,1839,1253,0,10102,86834,0,2627,0,0,x1000
2021/2022,"Innovation, Science and Industry","Canadian Tourism Commission",0,0,0,0,0,0,0,0,0,0,0,121160,0,0,x1000
2021/2022,"Innovation, Science and Industry","Copyright Board",2869,23,50,517,75,31,4,0,81,0,0,1,0,0,x1000
2021/2022,"Innovation, Science and Industry","Department of Western Economic Diversification",43654,415,833,6023,982,11,142,0,370,380799,0,9,0,1384,x1000
2021/2022,"Innovation, Science and Industry","Federal Economic Development Agency for Southern Ontario",37148,30,517,4908,158,26,41,0,564,356645,0,78,0,0,x1000
2021/2022,"Innovation, Science and Industry","National Research Council of Canada",521216,2384,1054,79284,12675,22167,47382,52626,85896,590806,0,20819,0,0,x1000
2021/2022,"Innovation, Science and Industry","Natural Sciences and Engineering Research Council",59703,728,951,5428,1336,118,46,0,3128,1341785,0,52,0,0,x1000
2021/2022,"Innovation, Science and Industry","Social Sciences and Humanities Research Council",37563,379,928,3995,730,69,38,0,2037,970618,0,34,0,0,x1000
2021/2022,"Innovation, Science and Industry","Standards Council of Canada",0,0,0,0,0,0,0,0,0,0,0,19272,0,0,x1000
2021/2022,"Innovation, Science and Industry","Statistics Canada",721546,61474,26564,161756,24976,1271,1293,579,10064,0,0,1444,15983,111601,x1000
2021/2022,"Intergovernmental Affairs, Infrastructure and Communities","Office of Infrastructure of Canada",113322,1940,581,44671,3126,16726,52,6710,3571,8727610,43093,679,0,0,x1000
2021/2022,"Intergovernmental Affairs, Infrastructure and Communities","Canada Mortgage and Housing Corporation",0,0,0,0,0,0,0,0,0,0,0,4042530,0,0,x1000
2021/2022,"Intergovernmental Affairs, Infrastructure and Communities","Canadian Intergovernmental Conference Secretariat",2984,168,22,1345,297,0,17,0,59,0,0,2,0,0,x1000
2021/2022,"Intergovernmental Affairs, Infrastructure and Communities","Leaders' Debates Commission",590,4,1834,764,5,0,0,0,0,0,0,9,0,0,x1000
2021/2022,"Intergovernmental Affairs, Infrastructure and Communities","Office of the Chief Electoral Officer",339012,47953,30611,46472,92049,846,2239,47,2131,65405,2,521,0,0,x1000
2021/2022,"Intergovernmental Affairs, Infrastructure and Communities","Office of the Commissioner of Official Languages",18999,196,329,2729,197,69,44,0,524,0,0,27,0,0,x1000
2021/2022,"Intergovernmental Affairs, Infrastructure and Communities","The Jacques-Cartier and Champlain Bridges Inc.",0,0,0,0,0,0,0,0,0,0,0,235144,0,0,x1000
2021/2022,"Intergovernmental Affairs, Infrastructure and Communities","Windsor-Detroit Bridge Authority",0,0,0,0,0,0,0,0,0,0,0,481288,0,0,x1000
2021/2022,Justice,"Department of Justice",702789,2108,2545,34341,8693,3258,2189,0,3675,529544,0,11544,1585,391684,x1000
2021/2022,Justice,"Administrative Tribunals Support Service of Canada",81081,1094,998,10111,2970,473,376,0,441,0,0,27,14281,11019,x1000
2021/2022,Justice,"Canadian Human Rights Commission",31175,174,422,4508,595,27,97,12,528,0,0,68,0,1819,x1000
2021/2022,Justice,"Courts Administration Service",69812,2832,835,12461,3960,607,3292,1320,5132,0,0,122,0,0,x1000
2021/2022,Justice,"Office of the Commissioner for Federal Judicial Affairs",642844,6968,115,14182,683,34,27,0,207,0,0,5763,0,40,x1000
2021/2022,Justice,"Office of the Director of Public Prosecutions",153219,4518,306,45641,2951,536,1563,0,1483,0,0,6502,223,15116,x1000
2021/2022,Justice,"Offices of the Information and Privacy Commissioners of Canada",39400,308,429,5848,1015,170,55,282,756,493,0,66,0,180,x1000
2021/2022,Justice,"Registrar of the Supreme Court of Canada",33363,716,260,2062,1058,181,1135,0,517,0,0,102,0,0,x1000
2021/2022,"National Defence","Department of National Defence",11045285,631796,26136,4597556,635659,1745363,1080683,572249,3307811,314056,2817,500066,321406,11926,x1000
2021/2022,"National Defence","Communications Security Establishment",424687,0,0,0,0,0,0,12429,0,0,63912,315070,344,14763,x1000
2021/2022,"National Defence","Military Grievances External Review Committee",5966,11,8,324,525,25,7,0,142,0,0,17,0,0,x1000
2021/2022,"National Defence","Military Police Complaints Commission",3552,54,58,565,396,6,6,0,139,0,0,-1,0,0,x1000
2021/2022,"National Revenue","Canada Revenue Agency",4666490,71372,21709,523126,287267,60614,12798,0,81386,4187717,0,20334,0,443518,x1000
2021/2022,"Natural Resources","Department of Natural Resources",518208,5815,15218,124433,20968,6709,23466,4585,27304,1394100,0,4899,18063,6430,x1000
2021/2022,"Natural Resources","Atomic Energy of Canada Limited",0,0,0,0,0,0,0,0,0,0,0,1008769,0,0,x1000
2021/2022,"Natural Resources","Canadian Energy Regulator",85703,1279,156,16900,537,1138,359,530,1632,1043,0,92,0,0,x1000
2021/2022,"Natural Resources","Canadian Nuclear Safety Commission",115065,728,911,16690,4022,977,320,0,1832,2916,0,79,0,0,x1000
2021/2022,"Natural Resources","Northern Pipeline Agency",60,0,0,185,11,0,0,0,0,0,0,0,0,0,x1000
2021/2022,"Office of the Governor General's Secretary","Office of the Governor General's Secretary",17354,582,479,2015,523,199,817,0,620,925,0,340,0,0,x1000
2021/2022,Parliament,"House of Commons",419848,25518,11436,19931,24010,6622,7865,0,19452,1069,0,1020,1848,24828,x1000
2021/2022,Parliament,"Library of Parliament",42437,196,1657,944,762,44,3476,0,777,0,0,-24,78,0,x1000
2021/2022,Parliament,"Office of the Conflict of Interest and Ethics Commissioner",6057,46,84,738,38,1,52,0,321,0,0,1,0,0,x1000
2021/2022,Parliament,"Office of the Parliamentary Budget Officer",4979,30,242,406,202,2,179,0,47,0,0,3,0,0,x1000
2021/2022,Parliament,"Office of the Senate Ethics Officer",805,4,0,81,4,0,3,0,1,0,0,0,0,0,x1000
2021/2022,Parliament,"Parliamentary Protective Service",71566,243,254,8482,970,1952,1003,0,2591,0,0,559,9,988,x1000
2021/2022,Parliament,"Secretariat of the National Security and Intelligence Committee of Parliamentarians",1399,5,13,1164,94,0,8,0,15,0,0,0,0,0,x1000
2021/2022,Parliament,Senate,83924,3220,1026,2501,2203,847,311,0,1657,476,0,197,0,0,x1000
2021/2022,"Privy Council","Privy Council Office",156579,4695,4837,22330,6986,2551,559,0,10321,1397,0,315,80,6875,x1000
2021/2022,"Privy Council","Canadian Transportation Accident Investigation and Safety Board",30309,563,142,3132,536,448,197,5,585,0,0,20,0,0,x1000
2021/2022,"Privy Council","National Security and Intelligence Review",9614,214,180,3497,179,3108,30,0,453,0,0,15,0,0,x1000
2021/2022,"Privy Council","Office of the Intelligence Commissioner",1118,11,17,573,308,11,13,0,1,0,0,0,0,0,x1000
2021/2022,"Privy Council","Public Service Commission",83948,74,356,7266,1473,36,188,0,1212,0,0,359,15,8847,x1000
2021/2022,"Public Safety","Department of Public Safety and Emergency Preparedness",144277,584,10859,25440,7420,1394,661,0,3472,875078,0,1168,619,2074,x1000
2021/2022,"Public Safety","Canada Border Services Agency",1842940,37971,1357,427999,12551,35243,18799,49885,59992,0,0,9771,17790,0,x1000
2021/2022,"Public Safety","Canadian Security Intelligence Service",404107,0,0,0,0,0,0,0,0,0,0,238066,0,0,x1000
2021/2022,"Public Safety","Civilian Review and Complaints Commission for the Royal Canadian Mounted Police",9239,73,25,491,219,2,80,0,164,0,0,238,0,0,x1000
2021/2022,"Public Safety","Correctional Service of Canada",2039628,22952,588,457226,34333,25758,167234,68907,53249,3471,0,137204,6770,93857,x1000
2021/2022,"Public Safety","Office of the Correctional Investigator of Canada",4462,91,32,237,30,0,15,0,117,0,0,169,0,0,x1000
2021/2022,"Public Safety","Parole Board of Canada",51865,1038,25,7440,294,30,109,0,908,0,0,-164,2792,0,x1000
2021/2022,"Public Safety","Royal Canadian Mounted Police",4965712,180057,3060,623177,156342,95693,164554,77532,257628,486886,617,123673,1805591,2915,x1000
2021/2022,"Public Safety","Royal Canadian Mounted Police External Review Committee",3098,11,15,404,7,1,58,0,37,0,0,244,0,0,x1000
2021/2022,"Public Services and Procurement","Department of Public Works and Government Services",1764611,225724,15306,2206954,1277939,1027511,590549,695319,117253,2388,114813,385916,445092,3806839,x1000
2021/2022,"Public Services and Procurement","Canada Post Corporation",0,0,0,0,0,0,0,0,0,0,0,22210,0,0,x1000
2021/2022,"Public Services and Procurement","National Capital Commission",0,0,0,0,0,0,0,0,0,0,0,191714,0,0,x1000
2021/2022,"Public Services and Procurement","Shared Services Canada",917464,579153,5840,433701,552781,253494,6099,3630,343476,0,8873,4601,5879,941079,x1000
2021/2022,Transport,"Department of Transport",710813,10700,7066,190241,14855,18940,14938,85256,58189,1081965,0,74150,36129,47778,x1000
2021/2022,Transport,"Canadian Air Transport Security Authority",0,0,0,0,0,0,0,0,0,0,0,686115,0,0,x1000
2021/2022,Transport,"Canadian Transportation Agency",35525,128,359,4511,1292,27,61,0,966,0,0,19,0,0,x1000
2021/2022,Transport,"Marine Atlantic Inc.",0,0,0,0,0,0,0,0,0,0,0,130810,0,0,x1000
2021/2022,Transport,"The Federal Bridge Corporation Limited",0,0,0,0,0,0,0,0,0,0,0,9124,0,0,x1000
2021/2022,Transport,"VIA Rail Canada Inc.",0,0,0,0,0,0,0,0,0,0,0,628856,0,0,x1000
2021/2022,"Treasury Board","Treasury Board Secretariat",11774159,883,934,135772,12581,454,194,0,4507,854,0,-15674,560741,285993,x1000
2021/2022,"Treasury Board","Canada School of Public Service",70021,151,903,9498,6178,130,88,0,1010,0,0,-6643,0,0,x1000
2021/2022,"Treasury Board","Office of the Commissioner of Lobbying",3053,57,24,1203,60,16,12,0,224,0,0,5,0,0,x1000
2021/2022,"Treasury Board","Office of the Public Sector Integrity Commissioner",4266,58,70,915,63,1,4,0,39,30,0,1,0,0,x1000
2021/2022,"Veterans Affairs","Department of Veterans Affairs",348625,22356,4868,507423,23481,6079,282728,0,2059,4194786,0,13987,0,0,x1000
2021/2022,"Veterans Affairs","Veterans Review and Appeal Board",10577,34,7,293,17,0,50,0,109,0,0,17,0,0,x1000
2021/2022,"Women, Gender Equality and Youth","Department for Women and Gender Equality",39811,188,2680,8622,562,47,41,158,1009,177423,0,113,0,0,x1000
