Fscl-yr_Ex-fin,Min-portfolio_Portefeuille-min_fra,Dept-name_Nom-min_fra,Std-obj1_Art-crnt1,Std-obj2_Art-crnt2,Std-obj3_Art-crnt3,Std-obj4_Art-crnt4,Std-obj5_Art-crnt5,Std-obj6_Art-crnt6,Std-obj7_Art-crnt7,Std-obj8_Art-crnt8,Std-obj9_Art-crnt9,Std-obj10_Art-crnt10,Std-obj11_Art-crnt11,Std-obj12_Art-crnt12,External-revenues_Revenus-externes,Internal-revenues_Revenus-internes,Amt-units_Mnt-unite
2014/2015,"Bureau du Conseil privé","Commissariat aux langues officielles",16988,612,218,2777,272,269,114,0,653,0,0,513,0,0,x1000
2014/2015,"Bureau du Conseil privé","Comité de surveillance des activités de renseignement de sécurité",2239,229,38,302,50,3,25,0,23,0,0,71,0,0,x1000
2014/2015,"Bureau du secrétaire du gouverneur général","Bureau du secrétaire du gouverneur général",15268,1091,324,1400,395,9,802,0,502,551,0,519,0,0,x1000
2014/2015,"Citoyenneté et Immigration","Ministère Citoyenneté et Immigration",510430,53584,10589,314744,22245,2957,44094,0,13964,989897,0,48433,-646649,-3537,x1000
2014/2015,"Citoyenneté et Immigration","Commission de l'immigration et du statut de réfugié",90898,1699,321,19707,952,729,631,0,2038,0,0,2775,0,0,x1000
2014/2015,"Conseil du Trésor","Conseil du Trésor Secrétariat",3470922,1401,355,99458,2601,2333,618,0,4817,692,0,68093,-7684,-421916,x1000
2014/2015,"Conseil du Trésor","École de la fonction publique du Canada",63163,1661,807,14072,2261,1259,452,0,3075,0,0,1759,0,0,x1000
2014/2015,"Conseil du Trésor","Commissariat au lobbying",3180,68,42,1036,69,6,12,0,151,0,0,116,0,0,x1000
2014/2015,"Conseil du Trésor","Commissariat à l'intégrité du secteur public",3270,72,68,1047,192,6,15,0,6,41,0,124,0,0,x1000
2014/2015,"Défense nationale","Ministère Défense nationale",9243847,696098,18893,3176645,330387,1147914,1001069,501934,2321680,138016,0,324529,-418268,-28806,x1000
2014/2015,"Défense nationale","Centre de la sécurité des télécommunications",270704,0,0,0,0,0,0,304817,0,0,0,281460,-62,-486,x1000
2014/2015,"Défense nationale","Comité externe d'examen des griefs militaires",4521,75,60,692,644,8,15,0,100,0,0,135,0,0,x1000
2014/2015,"Défense nationale","Commission d'examen des plaintes concernant la police militaire",2527,163,59,1615,372,1,60,0,111,0,0,57,0,0,x1000
2014/2015,"Défense nationale","Bureau du commissaire du Centre de la sécurité des télécommunications",1242,48,13,354,326,2,12,0,10,0,0,37,0,0,x1000
2014/2015,"Diversification de l'économie de l'Ouest canadien","Diversification de l'économie de l'Ouest canadien",31039,974,212,5026,1261,24,150,0,648,121698,0,970,0,0,x1000
2014/2015,"Emploi et Développement social","Ministère Emploi et Développement social",1780384,53971,55527,626389,220153,7839,8161,0,23429,50921851,0,343561,-349111,-1487397,x1000
2014/2015,"Emploi et Développement social","Conseil canadien des relations industrielles",5841,431,16,408,124,76,100,0,68,0,0,425,0,0,x1000
2014/2015,"Emploi et Développement social","Société canadienne d'hypothèques et de logement",0,0,0,0,0,0,0,0,0,0,0,2053213,0,0,x1000
2014/2015,"Emploi et Développement social","Centre canadien d'hygiène et de sécurité au travail",7498,224,71,879,28,88,150,0,236,0,0,241,-4098,-631,x1000
2014/2015,"Emploi et Développement social","Commission de la capitale nationale",0,0,0,0,0,0,0,0,0,0,0,8285,0,0,x1000
2014/2015,"Emploi et Développement social","Bureau de la coordonnatrice de la situation de la femme",9254,513,110,693,147,2,27,0,67,19033,0,280,0,0,x1000
2014/2015,Environnement,"Ministère Environnement",645002,33688,3744,127688,27160,16100,40696,1243,36305,102815,0,23798,-56903,-25149,x1000
2014/2015,Environnement,"Agence canadienne d'évaluation environnementale",23066,813,236,4938,166,14,156,0,344,2315,0,703,-2678,-316,x1000
2014/2015,Environnement,"Agence Parcs Canada",338727,14736,8350,90357,18749,38662,48596,91224,28297,12033,0,32069,0,0,x1000
2014/2015,Finances,"Ministère Finances",86750,2834,10000,12945,1348,270,106185,3498,5851,61955648,23487916,10011,0,-101,x1000
2014/2015,Finances,"Tribunal canadien du commerce extérieur",4845,119,24,330,44,11,30,0,79,0,0,243,0,0,x1000
2014/2015,Finances,"Agence de la consommation en matière financière du Canada",9781,513,1886,3346,823,32,97,0,1084,0,0,328,0,0,x1000
2014/2015,Finances,"Centre d'analyse des opérations et déclarations financières du Canada",36924,1054,289,3452,5924,761,319,0,1476,0,0,1205,0,0,x1000
2014/2015,Finances,"Bureau du vérificateur général",68737,3504,454,5800,1078,245,237,0,741,0,0,2196,-1129,0,x1000
2014/2015,Finances,"Bureau du surintendant des institutions financières",107497,4193,1235,16346,9952,503,505,466,2786,0,0,2826,0,0,x1000
2014/2015,Finances,"PPP Canada Inc.",0,0,0,0,0,0,0,0,0,0,0,209500,0,0,x1000
2014/2015,Industrie,"Ministère Industrie",478154,12857,9011,85473,17852,9036,5935,34,12988,668438,0,17478,-208919,-10923,x1000
2014/2015,Industrie,"Agence spatiale canadienne",67338,3872,7501,91925,3715,4091,1869,28,150113,40816,0,4823,0,0,x1000
2014/2015,Industrie,"Commission canadienne du tourisme",0,0,0,0,0,0,0,0,0,0,0,57976,0,0,x1000
2014/2015,Industrie,"Commission du droit d'auteur",1981,74,295,511,72,11,39,0,35,0,0,52,0,0,x1000
2014/2015,Industrie,"Agence fédérale de développement économique pour le Sud de l'Ontario",22175,837,607,4032,402,54,95,0,587,74386,0,928,0,0,x1000
2014/2015,Industrie,"Conseil national de recherches du Canada",435911,14725,1810,55017,7776,21345,47016,15423,58367,268214,0,30101,0,0,x1000
2014/2015,Industrie,"Conseil de recherches en sciences naturelles et en génie",35906,3051,734,4229,1164,101,132,0,682,1038149,0,1347,0,-50,x1000
2014/2015,Industrie,"Greffe du Tribunal de la concurrence",424,25,10,57,4,0,18,0,16,0,0,21,0,0,x1000
2014/2015,Industrie,"Conseil de recherches en sciences humaines",20139,837,841,2639,898,44,77,0,396,686414,0,670,0,-28,x1000
2014/2015,Industrie,"Conseil canadien des normes",0,0,0,0,0,0,0,0,0,0,0,12890,0,0,x1000
2014/2015,Industrie,"Statistique Canada",472070,14383,1802,28305,12285,1992,2205,0,4687,0,0,13806,-18629,-65704,x1000
2014/2015,Justice,"Ministère Justice",570726,7117,2963,35427,5730,5596,4285,0,4552,348763,0,20874,-821,-296360,x1000
2014/2015,Justice,"Service canadien d'appui aux tribunaux administratifs",27244,1656,150,3473,828,166,318,0,2591,0,0,-211,-5838,-3640,x1000
2014/2015,Justice,"Commission canadienne des droits de la personne",19688,761,285,1846,320,130,108,154,437,0,0,633,0,-1143,x1000
2014/2015,Justice,"Tribunal canadien des droits de la personne",1345,193,13,795,42,1,13,0,2,0,0,65,0,0,x1000
2014/2015,Justice,"Service administratif des tribunaux judiciaires",50107,2506,292,8563,1724,332,2136,250,1601,0,0,1639,0,0,x1000
2014/2015,Justice,"Bureau du commissaire à la magistrature fédérale",478622,28334,77,4617,223,68,56,0,163,0,0,5488,0,-28,x1000
2014/2015,Justice,"Bureau du directeur des poursuites pénales",124848,6776,576,48103,1576,1918,1688,0,1356,0,0,7617,-118,-19093,x1000
2014/2015,Justice,"Commissariats à l'information et à la protection de la vie privée du Canada",27705,823,504,4445,1052,536,298,0,650,482,0,846,0,0,x1000
2014/2015,Justice,"Registraire de la Cour suprême du Canada",26006,941,95,1632,601,117,1228,0,750,0,0,623,0,0,x1000
2014/2015,Parlement,Sénat,67939,7414,610,2384,1013,631,705,0,2600,468,0,1639,0,0,x1000
2014/2015,Parlement,"Chambre des communes",316658,35710,6946,18709,13713,3166,7108,0,11062,990,0,8873,-1115,8,x1000
2014/2015,Parlement,"Bibliothèque du Parlement",34031,542,418,2694,867,41,2255,0,599,0,0,1009,-626,0,x1000
2014/2015,Parlement,"Commissariat aux conflits d'intérêts et à l'éthique",4854,41,2,816,54,53,35,0,261,0,0,161,0,0,x1000
2014/2015,Parlement,"Conseiller sénatorial en éthique",646,6,0,22,10,1,5,0,1,0,0,12,0,0,x1000
2014/2015,"Patrimoine canadien","Ministère Patrimoine canadien",166879,2662,11692,20337,4424,1653,4034,0,3786,1268513,0,6580,-6131,-2574,x1000
2014/2015,"Patrimoine canadien","Conseil des Arts du Canada",0,0,0,0,0,0,0,0,0,0,0,182224,0,0,x1000
2014/2015,"Patrimoine canadien","Société Radio-Canada",0,0,0,0,0,0,0,0,0,0,0,1038024,0,0,x1000
2014/2015,"Patrimoine canadien","Musée canadien des droits de la personne",0,0,0,0,0,0,0,0,0,0,0,21700,0,0,x1000
2014/2015,"Patrimoine canadien","Musée canadien de l'histoire",0,0,0,0,0,0,0,0,0,0,0,68924,0,0,x1000
2014/2015,"Patrimoine canadien","Musée canadien de l'immigration du Quai 21",0,0,0,0,0,0,0,0,0,0,0,9900,0,0,x1000
2014/2015,"Patrimoine canadien","Musée canadien de la nature",0,0,0,0,0,0,0,0,0,0,0,26277,0,0,x1000
2014/2015,"Patrimoine canadien","Conseil de la radiodiffusion et des télécommunications canadiennes",46665,1275,842,5119,634,274,286,0,1256,0,0,1417,-46322,0,x1000
2014/2015,"Patrimoine canadien","Bibliothèque et Archives du Canada",79617,1070,1931,9846,1183,1476,1602,1628,3401,38,0,2716,-130,-1784,x1000
2014/2015,"Patrimoine canadien","Société du Centre national des Arts",0,0,0,0,0,0,0,0,0,0,0,35321,0,0,x1000
2014/2015,"Patrimoine canadien","Office national du film",38012,2764,1045,11000,7272,1031,746,0,2064,88,0,2113,-3471,-101,x1000
2014/2015,"Patrimoine canadien","Musée des beaux-arts du Canada",0,0,0,0,0,0,0,0,0,0,0,44308,0,0,x1000
2014/2015,"Patrimoine canadien","Musée national des sciences et de la technologie",0,0,0,0,0,0,0,0,0,0,0,33370,0,0,x1000
2014/2015,"Patrimoine canadien","Commission de la fonction publique",73099,352,295,6548,1690,161,185,0,1434,0,0,2500,-15,-8651,x1000
2014/2015,"Patrimoine canadien","Commission des relations de travail dans la fonction publique",6357,271,29,654,288,12,73,0,134,0,0,249,0,-62,x1000
2014/2015,"Patrimoine canadien","Tribunal de la dotation de la fonction publique",2393,57,7,300,75,0,10,0,13,0,0,119,0,0,x1000
2014/2015,"Patrimoine canadien","Greffe du Tribunal de la protection des fonctionnaires divulgateurs d'actes répréhensibles",586,27,85,175,48,0,13,0,5,0,0,26,0,0,x1000
2014/2015,"Patrimoine canadien","Téléfilm Canada",0,0,0,0,0,0,0,0,0,0,0,95454,0,0,x1000
2014/2015,"Patrimoine canadien","Commission des champs de bataille nationaux",3913,139,291,550,95,478,623,3435,122,0,0,2451,0,0,x1000
2014/2015,"Pêches et Océans","Pêches et Océans",918970,53514,1796,228950,13651,190858,108390,22544,107833,89710,0,42567,-41816,0,x1000
2014/2015,"Ressources naturelles","Ministère Ressources naturelles",409714,14568,7199,315277,39479,5304,29643,792,28583,1190387,0,34369,-23686,-2210,x1000
2014/2015,"Ressources naturelles","Énergie atomique du Canada limitée",0,0,0,0,0,0,0,0,0,0,0,326743,0,0,x1000
2014/2015,"Ressources naturelles","Commission canadienne de sûreté nucléaire",98644,4687,1251,19313,4470,1587,570,0,2651,1869,0,3098,0,0,x1000
2014/2015,"Ressources naturelles","Office national de l'énergie",64912,2836,323,7357,2983,1183,690,1091,3714,851,0,1381,0,0,x1000
2014/2015,"Ressources naturelles","Administration du pipe-line du Nord",275,2,0,228,10,0,1,0,0,0,0,0,0,0,x1000
2014/2015,Santé,"Ministère Santé",893752,231242,16735,458808,14800,25744,479070,11454,44797,1815080,0,43751,-205392,-15367,x1000
2014/2015,Santé,"Agence canadienne d'inspection des aliments",672985,15756,710,75945,12217,7453,18405,331,10648,13434,0,20609,0,0,x1000
2014/2015,Santé,"Instituts de recherche en santé du Canada",44226,2989,693,5593,1394,61,135,0,920,959845,0,1424,0,0,x1000
2014/2015,Santé,"Conseil d'examen du prix des médicaments brevetés",6083,125,322,777,83,8,175,0,166,0,0,191,0,0,x1000
2014/2015,Santé,"Agence de la santé publique du Canada",216227,7930,14852,112482,1615,3245,16699,528,6900,249625,0,7557,-632,-59,x1000
2014/2015,"Sécurité publique et Protection civile","Ministère Sécurité publique et Protection civile",99275,3292,5849,17696,3541,384,869,1823,2061,539389,0,3330,-712,-1334,x1000
2014/2015,"Sécurité publique et Protection civile","Agence des services frontaliers du Canada",1527019,47960,3619,269615,7311,18140,16257,36466,42560,0,0,50388,-18191,0,x1000
2014/2015,"Sécurité publique et Protection civile","Service canadien du renseignement de sécurité",335142,0,0,0,0,0,0,0,0,0,0,180134,0,0,x1000
2014/2015,"Sécurité publique et Protection civile","Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada",6666,451,26,1501,55,157,73,138,342,0,0,191,0,0,x1000
2014/2015,"Sécurité publique et Protection civile","Service correctionnel du Canada",1810966,27301,852,313575,22028,26465,147268,149681,54641,2767,0,100648,-8208,-72756,x1000
2014/2015,"Sécurité publique et Protection civile","Bureau de l'enquêteur correctionnel du Canada",3798,252,35,498,32,4,16,0,10,0,0,123,0,0,x1000
2014/2015,"Sécurité publique et Protection civile","Commission des libérations conditionnelles du Canada",45152,2468,204,3181,307,781,261,0,658,0,0,1370,-4260,0,x1000
2014/2015,"Sécurité publique et Protection civile","Gendarmerie royale du Canada",3216018,192276,3524,419335,98008,98172,127542,87276,205303,172289,0,112159,-1868768,-1245,x1000
2014/2015,"Sécurité publique et Protection civile","Comité externe d'examen de la Gendarmerie royale du Canada",1145,18,18,348,3,0,19,0,6,0,0,28,0,0,x1000
2014/2015,Transports,"Ministère Transports",533551,32082,3121,166322,9320,18063,16137,41813,80386,646894,0,146660,-54642,-34626,x1000
2014/2015,Transports,"Société canadienne des postes",0,0,0,0,0,0,0,0,0,0,0,22210,0,0,x1000
2014/2015,Transports,"Administration canadienne de la sûreté du transport aérien",0,0,0,0,0,0,0,0,0,0,0,623897,0,0,x1000
2014/2015,Transports,"Office des transports du Canada",23172,546,598,2245,541,90,184,0,698,0,0,704,0,0,x1000
2014/2015,Transports,"Marine Atlantique S.C.C.",0,0,0,0,0,0,0,0,0,0,0,127484,0,0,x1000
2014/2015,Transports,"La Société des ponts fédéraux Limitée",0,0,0,0,0,0,0,0,0,0,0,8138,0,0,x1000
2014/2015,Transports,"Tribunal d'appel des transports du Canada",551,97,0,181,23,0,5,0,0,0,0,28,0,0,x1000
2014/2015,Transports,"VIA Rail Canada Inc.",0,0,0,0,0,0,0,0,0,0,0,406210,0,0,x1000
2014/2015,Transports,"Autorité du pont Windsor-Détroit",0,0,0,0,0,0,0,0,0,0,0,8059,0,0,x1000
2014/2015,"Travaux publics et Services gouvernementaux","Ministère Travaux publics et Services gouvernementaux",1124440,78061,15144,1518175,1202566,786657,264677,210833,63920,0,0,670593,-371634,-2796269,x1000
2014/2015,"Travaux publics et Services gouvernementaux","Services partagés Canada",609036,472176,318,235189,264357,94147,7658,114,312949,0,0,19766,-7494,-385834,x1000
