Fscl-yr_Ex-fin,Min-portfolio_Portefeuille-min_eng,Dept-name_Nom-min_eng,Std-obj1_Art-crnt1,Std-obj2_Art-crnt2,Std-obj3_Art-crnt3,Std-obj4_Art-crnt4,Std-obj5_Art-crnt5,Std-obj6_Art-crnt6,Std-obj7_Art-crnt7,Std-obj8_Art-crnt8,Std-obj9_Art-crnt9,Std-obj10_Art-crnt10,Std-obj11_Art-crnt11,Std-obj12_Art-crnt12,External-revenues_Revenus-externes,Internal-revenues_Revenus-internes,Amt-units_Mnt-unite
2015/2016,"Canadian Heritage","The National Battlefields Commission",3929,106,317,638,71,513,584,4566,320,0,0,2457,0,0,x1000
2015/2016,"Environment and Climate Change",Environment,622023,30175,2753,136119,26404,12829,38672,833,34591,118869,0,4853,-51925,-25269,x1000
2015/2016,"Environment and Climate Change","Canadian Environmental Assessment Agency",22567,756,234,4466,139,10,118,0,79,1684,0,35,-788,-84,x1000
2015/2016,"Environment and Climate Change","Parks Canada Agency",368099,16894,8674,174748,21869,26662,53244,296883,37520,15089,0,16449,0,0,x1000
2015/2016,"Families,Children and Social Development","Employment and Social Development",1818158,55909,66601,613405,218035,5480,8600,0,31151,58432060,0,174645,-335328,-1490687,x1000
2015/2016,"Families,Children and Social Development","Canada Mortgage and Housing Corporation",0,0,0,0,0,0,0,0,0,0,0,2008369,0,0,x1000
2015/2016,"Families,Children and Social Development","Canadian Centre for Occupational Health and Safety",7620,271,82,1431,52,130,91,0,236,0,0,5,0,0,x1000
2015/2016,"Families,Children and Social Development","National Capital Commission",0,0,0,0,0,0,0,0,0,0,0,52146,0,0,x1000
2015/2016,Finance,Finance,83527,2609,8190,11045,1201,358,91064,248,890,64105302,22644490,58490,0,-102,x1000
2015/2016,Finance,"Financial Consumer Agency of Canada",10762,400,648,3152,822,33,78,0,308,0,0,70,0,0,x1000
2015/2016,Finance,"Financial Transactions and Reports Analysis Centre of Canada",38835,1145,304,5327,5740,641,339,0,2633,0,0,-12,0,0,x1000
2015/2016,Finance,"Office of the Auditor General",67969,3286,687,4767,1066,309,224,0,801,0,0,56,-1482,0,x1000
2015/2016,Finance,"Office of the Superintendent of Financial Institutions",108775,4050,1200,12765,11792,737,368,1773,2726,0,0,33,0,0,x1000
2015/2016,Finance,"PPP Canada Inc.",0,0,0,0,0,0,0,0,0,0,0,11800,0,0,x1000
2015/2016,"Fisheries,Oceans and the Canadian Coast Guard","Fisheries and Oceans",898924,57603,2090,262048,17183,248487,93864,161945,355005,94266,0,21681,-40292,-6,x1000
2015/2016,"Global Affairs","Foreign Affairs,Trade and Development",1105398,111430,11976,247610,203806,27810,46659,62865,51087,4122657,0,39852,-32987,-1310,x1000
2015/2016,"Global Affairs","Canadian Commercial Corporation",0,0,0,0,0,0,0,0,0,0,0,8880,0,0,x1000
2015/2016,"Global Affairs","Export Development Canada (Canada Account)",0,0,0,3522,0,0,0,0,0,0,0,178,0,0,x1000
2015/2016,"Global Affairs","International Development Research Centre",0,0,0,0,0,0,0,0,0,0,0,183478,0,0,x1000
2015/2016,"Global Affairs","International Joint Commission (Canadian Section)",3773,457,39,1806,466,0,30,0,41,0,0,7,0,0,x1000
2015/2016,Health,Health,890294,246599,10251,479946,15220,18032,521671,9272,49501,1875611,0,3913,-223584,-15594,x1000
2015/2016,Health,"Canadian Food Inspection Agency",566995,15759,2066,75695,14859,12182,17713,95,19291,18933,0,5775,0,0,x1000
2015/2016,Health,"Canadian Institutes of Health Research",43855,2585,631,4253,1497,91,111,0,520,972823,0,12,0,0,x1000
2015/2016,Health,"Patented Medicine Prices Review Board",6932,129,503,1655,70,22,32,0,141,0,0,14,0,0,x1000
2015/2016,Health,"Public Health Agency of Canada",216441,8055,17366,89874,1718,3261,23449,15,8136,201861,0,3518,-567,-47,x1000
2015/2016,"Immigration,Refugees and Citizenship","Citizenship and Immigration",523180,54896,9894,389452,24665,6501,34117,0,13565,1083445,0,16937,-616380,-3775,x1000
2015/2016,"Immigration,Refugees and Citizenship","Immigration and Refugee board",88327,1957,338,17523,799,1118,542,0,1664,0,0,129,0,0,x1000
2015/2016,"Indigenous and Northern Affairs","Indian Affairs and Northern Development",425412,27350,9306,280512,16498,1717,3461,51743,6402,6572293,0,563048,0,-2448,x1000
2015/2016,"Indigenous and Northern Affairs","Canadian High Arctic Research Station",2935,695,156,1020,342,2,477,0,766,1893,0,1,0,0,x1000
2015/2016,"Indigenous and Northern Affairs","Canadian Polar Commission",257,57,2,28,20,0,2,0,2,920,0,0,0,0,x1000
2015/2016,"Indigenous and Northern Affairs","Indian Residential Schools Truth and Reconciliation Commission",1179,467,1317,2625,363,2,16,0,13,0,0,0,0,0,x1000
2015/2016,"Infrastructure and Communities","Office of Infrastructure of Canada",38625,619,263,47438,1640,1494,131,20733,1399,3077976,0,124,0,0,x1000
2015/2016,"Infrastructure and Communities","The Jacques-Cartier and Champlain Bridges Inc.",0,0,0,0,0,0,0,0,0,0,0,247328,0,0,x1000
2015/2016,"Infrastructure and Communities","Windsor-Detroit Bridge Authority",0,0,0,0,0,0,0,0,0,0,0,65000,0,0,x1000
2015/2016,"Innovation,Science and Economic Development",Industry,480643,11496,9071,85412,18823,9466,5996,0,15342,757787,0,2755,-216936,-10021,x1000
2015/2016,"Innovation,Science and Economic Development","Atlantic Canada Opportunities Agency",60225,2409,336,4225,2157,455,401,0,648,230746,0,7,0,0,x1000
2015/2016,"Innovation,Science and Economic Development","Canadian Northern Economic Development Agency",10496,911,59,1999,877,125,66,0,11,32291,0,113,0,0,x1000
2015/2016,"Innovation,Science and Economic Development","Canadian Space Agency",66097,4114,11548,108990,3853,5213,1855,0,163705,44568,0,2856,0,0,x1000
2015/2016,"Innovation,Science and Economic Development","Canadian Tourism Commission",0,0,0,0,0,0,0,0,0,0,0,62976,0,0,x1000
2015/2016,"Innovation,Science and Economic Development","Copyright Board",1824,60,151,549,88,32,51,0,74,0,0,0,0,0,x1000
2015/2016,"Innovation,Science and Economic Development","Economic Development Agency of Canada for the Regions of Quebec",33282,970,299,4739,601,28,147,0,634,218494,0,3,0,0,x1000
2015/2016,"Innovation,Science and Economic Development","Federal Economic Development Agency for Southern Ontario",23662,767,335,4360,184,55,128,0,404,159880,0,22,0,0,x1000
2015/2016,"Innovation,Science and Economic Development","National Research Council of Canada",396216,14866,1771,47454,8797,25406,46594,23779,60509,302517,0,17169,0,0,x1000
2015/2016,"Innovation,Science and Economic Development","Natural Sciences and Engineering Research Council",37724,3035,945,3760,1046,125,156,0,679,1068045,0,138,0,0,x1000
2015/2016,"Innovation,Science and Economic Development","Social Sciences and Humanities Research Council",20779,1079,949,2528,519,79,75,0,378,693713,0,193,0,0,x1000
2015/2016,"Innovation,Science and Economic Development","Standards Council of Canada",0,0,0,0,0,0,0,0,0,0,0,10195,0,0,x1000
2015/2016,"Innovation,Science and Economic Development","Statistics Canada",517853,25539,21155,28435,17348,1776,3439,0,6043,0,0,308,-18622,-85713,x1000
2015/2016,"Innovation,Science and Economic Development","Western Economic Diversification",30288,920,235,5555,1163,180,141,0,859,116333,0,17,0,0,x1000
2015/2016,Justice,Justice,549538,9098,3182,35426,7684,2830,4111,0,5722,349695,0,9459,-692,-292833,x1000
2015/2016,Justice,"Administrative Tribunals Support Service of Canada",64259,2903,605,7071,1344,234,629,0,1537,0,0,233,-14841,-7122,x1000
2015/2016,Justice,"Canadian Human Rights Commission",19807,856,201,1700,376,75,155,41,431,0,0,7,0,-1297,x1000
2015/2016,Justice,"Courts Administration Service",49886,2568,452,10535,1632,396,2398,915,3446,0,0,67,0,0,x1000
2015/2016,Justice,"Office of the Commissioner for Federal Judicial Affairs",504108,19898,72,12359,277,161,76,0,190,0,0,6314,0,-28,x1000
2015/2016,Justice,"Office of the Director of Public Prosecutions",123719,7745,561,49637,2121,627,1470,0,706,0,0,3869,-220,-18111,x1000
2015/2016,Justice,"Offices of the Information and Privacy Commissioners of Canada",26791,783,616,3933,810,113,223,12,1292,469,0,2,0,-25,x1000
2015/2016,Justice,"Registrar of the Supreme Court of Canada",26059,1877,85,1404,684,116,1362,0,722,0,0,31,0,0,x1000
2015/2016,"National Defence","National Defence",8986227,744258,15859,3356867,367941,1443089,983527,481872,2340703,153576,0,208391,-395369,-20868,x1000
2015/2016,"National Defence","Communications Security Establishment",287119,0,0,0,0,0,0,7720,0,0,0,325126,-39,-378,x1000
2015/2016,"National Defence","Military Grievances External Review Committee",4845,49,47,547,646,11,16,0,86,0,0,5,0,0,x1000
2015/2016,"National Defence","Military Police Complaints Commission",2801,118,55,822,414,0,52,908,237,0,0,0,0,0,x1000
2015/2016,"National Defence","Office of the Communications Security Establishment Commissioner",1295,25,20,343,317,1,19,0,15,0,0,0,0,0,x1000
2015/2016,"National Revenue","Canada Revenue Agency",3165393,128559,4651,354206,298385,45915,19891,0,20304,430654,0,1433,-143208,-179196,x1000
2015/2016,"Natural Resources","Natural Resources",405753,14079,6221,203560,32599,16668,27853,1919,20888,601654,0,34822,-27038,-3799,x1000
2015/2016,"Natural Resources","Atomic Energy of Canada Limited",0,0,0,0,0,0,0,0,0,0,0,491064,0,0,x1000
2015/2016,"Natural Resources","Canadian Nuclear Safety Commission",99421,5166,1006,19125,4999,1393,754,0,4423,1637,0,45,0,0,x1000
2015/2016,"Natural Resources","National Energy Board",62419,3276,340,9924,990,756,539,108,1132,3003,0,15,-105,0,x1000
2015/2016,"Natural Resources","Northern Pipeline Agency",240,4,0,202,10,0,0,0,0,0,0,0,0,0,x1000
2015/2016,"Office of the Governor General's Secretary","Office of the Governor General's Secretary",15511,1479,523,2120,360,10,1046,0,608,560,0,101,0,0,x1000
2015/2016,Parliament,"House of Commons",318405,32908,5100,20243,17445,4719,6470,0,17456,1012,0,1184,-622,11,x1000
2015/2016,Parliament,"Library of Parliament",35016,498,593,2534,708,16,2451,0,500,0,0,-28,-669,0,x1000
2015/2016,Parliament,"Office of the Conflict of Interest and Ethics Commissioner",4676,42,4,844,63,25,37,0,68,0,0,-1,0,0,x1000
2015/2016,Parliament,"Parliamentary Protective Service",25958,104,13,22858,32,6,1244,0,252,0,0,4,0,0,x1000
2015/2016,Parliament,Senate,61159,5437,531,2903,1433,591,566,0,1479,466,0,7,0,0,x1000
2015/2016,Parliament,"Senate Ethics Officer",690,4,0,55,11,0,5,0,1,0,0,0,0,0,x1000
2015/2016,"Privy Council","Privy Council Office",103131,3526,2179,9627,1330,1085,663,0,1611,0,0,41,0,-74,x1000
2015/2016,"Privy Council","Canadian Intergovernmental Conference Secretariat",2722,665,41,1198,490,23,28,0,101,0,0,3,0,0,x1000
2015/2016,"Privy Council","Canadian Transportation Accident Investigation and Safety Board",25061,1366,153,2151,418,402,191,20,237,0,0,34,0,0,x1000
2015/2016,"Privy Council","Office of the Chief Electoral Officer",220649,46123,21362,42055,46994,1403,1524,53,1143,104994,0,106,0,0,x1000
2015/2016,"Privy Council","Office of the Commissioner of Official Languages",15870,596,151,2704,386,177,112,0,234,0,0,0,0,0,x1000
2015/2016,"Privy Council","Security Intelligence Review Committee",2168,224,43,341,50,3,24,0,16,0,0,0,0,0,x1000
2015/2016,"Public Safety and Emergency Preparedness","Public Safety and Emergency Preparedness",104170,3578,1862,16933,4391,703,1255,0,3709,271862,0,102,-213,-1569,x1000
2015/2016,"Public Safety and Emergency Preparedness","Canada Border Services Agency",1359593,43983,1023,276274,7556,21196,13066,34703,49989,0,0,8778,-19868,0,x1000
2015/2016,"Public Safety and Emergency Preparedness","Canadian Security Intelligence Service",341593,0,0,0,0,0,0,0,0,0,0,194971,0,0,x1000
2015/2016,"Public Safety and Emergency Preparedness","Civilian Review and Complaints Commission for the Royal Canadian Mounted Police",7402,383,35,1178,61,233,89,0,337,0,0,0,0,0,x1000
2015/2016,"Public Safety and Emergency Preparedness","Correctional Service of Canada",1662834,23090,679,314127,24557,32075,159613,119876,52492,5823,0,56725,-7336,-86771,x1000
2015/2016,"Public Safety and Emergency Preparedness","Office of the Correctional Investigator of Canada",3897,294,34,287,18,3,25,0,12,0,0,1,0,0,x1000
2015/2016,"Public Safety and Emergency Preparedness","Parole Board of Canada",43813,2271,301,2824,122,399,222,0,479,0,0,83,-4183,0,x1000
2015/2016,"Public Safety and Emergency Preparedness","Royal Canadian Mounted Police",3222802,193434,4076,422305,102397,82215,128692,71658,242144,194892,0,88833,-1873797,-23423,x1000
2015/2016,"Public Safety and Emergency Preparedness","Royal Canadian Mounted Police External Review Committee",1179,12,13,274,3,0,24,0,13,0,0,0,0,0,x1000
2015/2016,"Public Services and Procurement","Public Works and Government Services",1129760,72968,27963,1659570,1226169,914313,239859,280170,73469,0,0,615323,-435235,-2971013,x1000
2015/2016,"Public Services and Procurement","Canada Post Corporation",0,0,0,0,0,0,0,0,0,0,0,9254,0,0,x1000
2015/2016,"Public Services and Procurement","Public Service Commission",71177,437,236,6831,1391,118,166,0,778,0,0,223,-47,-8700,x1000
2015/2016,"Public Services and Procurement","Shared Services Canada",587075,489766,582,191473,297862,85344,6932,4127,263702,0,0,1519,-8884,-415054,x1000
2015/2016,Transport,Transport,535980,29047,3443,151763,9595,10818,13061,60654,39225,591010,0,208115,-48662,-34921,x1000
2015/2016,Transport,"Canada Post Corporation",0,0,0,0,0,0,0,0,0,0,0,12956,0,0,x1000
2015/2016,Transport,"Canadian Air Transport Security Authority",0,0,0,0,0,0,0,0,0,0,0,656747,0,0,x1000
2015/2016,Transport,"Canadian Transportation Agency",23828,472,229,2723,554,78,124,0,244,0,0,2,0,0,x1000
2015/2016,Transport,"Marine Atlantic Inc.",0,0,0,0,0,0,0,0,0,0,0,350859,0,0,x1000
2015/2016,Transport,"The Federal Bridge Corporation Limited",0,0,0,0,0,0,0,0,0,0,0,20119,0,0,x1000
2015/2016,Transport,"VIA Rail Canada Inc.",0,0,0,0,0,0,0,0,0,0,0,365500,0,0,x1000
2015/2016,Transport,"Windsor-Detroit Bridge Authority",0,0,0,0,0,0,0,0,0,0,0,73500,0,0,x1000
2015/2016,"Treasury Board",Secretariat,4496926,1381,243,118711,2318,2723,599,0,6446,535,0,4354,-9970,-496377,x1000
2015/2016,"Treasury Board","Canada School of Public Service",66114,2889,683,15556,2120,1143,434,0,2575,0,0,638,0,0,x1000
2015/2016,"Treasury Board","Office of the Commissioner of Lobbying",3039,63,49,1098,69,7,21,0,31,0,0,0,0,0,x1000
2015/2016,"Treasury Board","Office of the Public Sector Integrity Commissioner",3019,92,77,857,225,4,6,5,37,21,0,110,0,0,x1000
2015/2016,"Veterans Affairs","Veterans Affairs",269286,26893,4071,395253,7578,15858,173321,517,4701,2694047,0,3510,0,0,x1000
2015/2016,"Veterans Affairs","Veterans Review and Appeal Board",9745,639,2,353,43,33,55,0,132,0,0,0,0,0,x1000
