Portefeuille;Programme;Nom_programme;Element;Nom_element;Repartition;Supercategorie;Type_de_credits;Montant
Santé et Services sociaux;04;Régie de l'assurance maladie du Québec;01;Services médicaux;Dépenses;Transferts;Permanents;8 136 298 000
Santé et Services sociaux;04;Régie de l'assurance maladie du Québec;02;Services optométriques;Dépenses;Transferts;Permanents;121 011 000
Santé et Services sociaux;04;Régie de l'assurance maladie du Québec;03;Services dentaires;Dépenses;Transferts;Permanents;184 034 000
Santé et Services sociaux;04;Régie de l'assurance maladie du Québec;04;Services pharmaceutiques et médicaments;Dépenses;Transferts;Permanents;2 752 047 000
Santé et Services sociaux;04;Régie de l'assurance maladie du Québec;05;Autres services;Dépenses;Transferts;Permanents;224 874 000
Santé et Services sociaux;04;Régie de l'assurance maladie du Québec;06;Administration;Dépenses;Transferts;Permanents;196 303 000
Santé et Services sociaux;05;Condition des Aînés;01;Vieillissement actif;Dépenses;Fonctionnement;Annuels;1 036 000
Santé et Services sociaux;05;Condition des Aînés;01;Vieillissement actif;Dépenses;Transferts;Annuels;14 774 000
Santé et Services sociaux;05;Condition des Aînés;01;Vieillissement actif;Dépenses;;Ne nécessitant pas de crédits;-9 000
Santé et Services sociaux;05;Condition des Aînés;02;Soutien aux personnes aînées en situation de vulnérabilité;Dépenses;Fonctionnement;Annuels;3 102 000
Santé et Services sociaux;05;Condition des Aînés;02;Soutien aux personnes aînées en situation de vulnérabilité;Dépenses;Transferts;Annuels;24 110 000
Sécurité publique;01;Direction et administration;01;Direction et administration;Dépenses;Rémunération;Annuels;76 631 000
Sécurité publique;01;Direction et administration;01;Direction et administration;Dépenses;Fonctionnement;Annuels;82 203 000
Sécurité publique;01;Direction et administration;01;Direction et administration;Dépenses;Fonctionnement;Permanents;10 000
Sécurité publique;01;Direction et administration;01;Direction et administration;Dépenses;Transferts;Annuels;9 426 000
Sécurité publique;01;Direction et administration;01;Direction et administration;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;3 980 000
Sécurité publique;01;Direction et administration;01;Direction et administration;Investissements;Immobilisations en ressources informationnelles;Annuels;14 097 000
Sécurité publique;01;Direction et administration;01;Direction et administration;Dépenses;;Ne nécessitant pas de crédits;-18 458 000
Sécurité publique;02;Services de la Sûreté du Québec;01;Surveillance du territoire;Dépenses;Rémunération;Annuels;339 480 000
Sécurité publique;02;Services de la Sûreté du Québec;01;Surveillance du territoire;Dépenses;Rémunération;Permanents;1 718 000
Sécurité publique;02;Services de la Sûreté du Québec;01;Surveillance du territoire;Dépenses;Fonctionnement;Annuels;44 355 000
Sécurité publique;02;Services de la Sûreté du Québec;01;Surveillance du territoire;Dépenses;Affectation à un fonds spécial;Annuels;301 469 000
Sécurité publique;02;Services de la Sûreté du Québec;01;Surveillance du territoire;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;4 000
Sécurité publique;02;Services de la Sûreté du Québec;01;Surveillance du territoire;Investissements;Immobilisations en ressources informationnelles;Annuels;214 000
Sécurité publique;02;Services de la Sûreté du Québec;01;Surveillance du territoire;Dépenses;;Ne nécessitant pas de crédits;-65 000
Sécurité publique;02;Services de la Sûreté du Québec;02;Enquêtes criminelles;Dépenses;Rémunération;Annuels;97 695 000
Sécurité publique;02;Services de la Sûreté du Québec;02;Enquêtes criminelles;Dépenses;Fonctionnement;Annuels;102 984 000
Sécurité publique;02;Services de la Sûreté du Québec;02;Enquêtes criminelles;Dépenses;Créances douteuses et autres provisions;Permanents;6 000
Sécurité publique;02;Services de la Sûreté du Québec;02;Enquêtes criminelles;Dépenses;Affectation à un fonds spécial;Annuels;150 068 000
Sécurité publique;02;Services de la Sûreté du Québec;02;Enquêtes criminelles;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;18 098 000
Sécurité publique;02;Services de la Sûreté du Québec;02;Enquêtes criminelles;Investissements;Immobilisations en ressources informationnelles;Annuels;6 276 000
Sécurité publique;02;Services de la Sûreté du Québec;02;Enquêtes criminelles;Dépenses;;Ne nécessitant pas de crédits;13 500 000
Sécurité publique;03;Gestion du système correctionnel;01;Services correctionnels;Dépenses;Rémunération;Annuels;423 225 000
Sécurité publique;03;Gestion du système correctionnel;01;Services correctionnels;Dépenses;Fonctionnement;Annuels;225 693 000
Sécurité publique;03;Gestion du système correctionnel;01;Services correctionnels;Dépenses;Transferts;Annuels;242 000
Sécurité publique;03;Gestion du système correctionnel;01;Services correctionnels;Dépenses;;Ne nécessitant pas de crédits;-9 000
Sécurité publique;03;Gestion du système correctionnel;02;Prestation des organismes communautaires;Dépenses;Fonctionnement;Annuels;33 174 000
Sécurité publique;03;Gestion du système correctionnel;02;Prestation des organismes communautaires;Dépenses;Transferts;Annuels;1 256 000
Sécurité publique;03;Gestion du système correctionnel;03;Commission québécoise des libérations conditionnelles;Dépenses;Rémunération;Annuels;6 171 000
Sécurité publique;03;Gestion du système correctionnel;03;Commission québécoise des libérations conditionnelles;Dépenses;Fonctionnement;Annuels;668 000
Sécurité publique;03;Gestion du système correctionnel;03;Commission québécoise des libérations conditionnelles;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;5 000
Sécurité publique;04;Affaires policières;01;Organisation et pratiques policières;Dépenses;Rémunération;Annuels;3 476 000
Sécurité publique;04;Affaires policières;01;Organisation et pratiques policières;Dépenses;Fonctionnement;Annuels;72 000
Sécurité publique;04;Affaires policières;01;Organisation et pratiques policières;Dépenses;Transferts;Annuels;18 686 000
Sécurité publique;04;Affaires policières;01;Organisation et pratiques policières;Dépenses;;Ne nécessitant pas de crédits;-32 000
Sécurité publique;04;Affaires policières;02;Soutien aux services policiers en milieu autochtone;Dépenses;Rémunération;Annuels;1 541 000
Sécurité publique;04;Affaires policières;02;Soutien aux services policiers en milieu autochtone;Dépenses;Fonctionnement;Annuels;57 000
Sécurité publique;04;Affaires policières;02;Soutien aux services policiers en milieu autochtone;Dépenses;Transferts;Annuels;100 937 000
Sécurité publique;04;Affaires policières;02;Soutien aux services policiers en milieu autochtone;Dépenses;;Ne nécessitant pas de crédits;-70 000
Sécurité publique;04;Affaires policières;03;Sécurité et protection des personnes et des institutions;Dépenses;Rémunération;Annuels;50 179 000
Sécurité publique;04;Affaires policières;03;Sécurité et protection des personnes et des institutions;Dépenses;Fonctionnement;Annuels;13 910 000
Sécurité publique;04;Affaires policières;03;Sécurité et protection des personnes et des institutions;Dépenses;;Ne nécessitant pas de crédits;-22 000
Sécurité publique;04;Affaires policières;04;Prévention et lutte contre le crime;Dépenses;Rémunération;Annuels;4 881 000
Sécurité publique;04;Affaires policières;04;Prévention et lutte contre le crime;Dépenses;Fonctionnement;Annuels;4 101 000
Sécurité publique;04;Affaires policières;04;Prévention et lutte contre le crime;Dépenses;Transferts;Annuels;111 293 000
Sécurité publique;04;Affaires policières;04;Prévention et lutte contre le crime;Dépenses;;Ne nécessitant pas de crédits;-1 636 000
Sécurité publique;05;Expertises scientifiques et médicolégales;01;Services et expertises judiciaires;Dépenses;Rémunération;Annuels;17 920 000
Sécurité publique;05;Expertises scientifiques et médicolégales;01;Services et expertises judiciaires;Dépenses;Fonctionnement;Annuels;6 459 000
Sécurité publique;05;Expertises scientifiques et médicolégales;01;Services et expertises judiciaires;Dépenses;;Ne nécessitant pas de crédits;-3 000
Sécurité publique;05;Expertises scientifiques et médicolégales;02;Bureau du coroner;Dépenses;Rémunération;Annuels;12 736 000
Sécurité publique;05;Expertises scientifiques et médicolégales;02;Bureau du coroner;Dépenses;Fonctionnement;Annuels;5 654 000
Sécurité publique;05;Expertises scientifiques et médicolégales;02;Bureau du coroner;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;21 000
Sécurité publique;05;Expertises scientifiques et médicolégales;02;Bureau du coroner;Dépenses;;Ne nécessitant pas de crédits;-197 000
Sécurité publique;06;Encadrement et surveillance;01;Commissaire à la déontologie policière;Dépenses;Rémunération;Annuels;6 434 000
Sécurité publique;06;Encadrement et surveillance;01;Commissaire à la déontologie policière;Dépenses;Fonctionnement;Annuels;622 000
Sécurité publique;06;Encadrement et surveillance;02;Tribunal administratif de déontologie policière;Dépenses;Rémunération;Annuels;2 300 000
Sécurité publique;06;Encadrement et surveillance;02;Tribunal administratif de déontologie policière;Dépenses;Fonctionnement;Annuels;580 000
Sécurité publique;06;Encadrement et surveillance;03;Régie des alcools, des courses et des jeux;Dépenses;Rémunération;Annuels;16 097 000
Sécurité publique;06;Encadrement et surveillance;03;Régie des alcools, des courses et des jeux;Dépenses;Fonctionnement;Annuels;3 284 000
Sécurité publique;06;Encadrement et surveillance;03;Régie des alcools, des courses et des jeux;Dépenses;Créances douteuses et autres provisions;Permanents;98 000
Sécurité publique;06;Encadrement et surveillance;03;Régie des alcools, des courses et des jeux;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;34 000
Sécurité publique;06;Encadrement et surveillance;03;Régie des alcools, des courses et des jeux;Investissements;Immobilisations en ressources informationnelles;Annuels;22 000
Sécurité publique;06;Encadrement et surveillance;03;Régie des alcools, des courses et des jeux;Dépenses;;Ne nécessitant pas de crédits;1 163 000
Sécurité publique;06;Encadrement et surveillance;04;Commissaire à la lutte contre la corruption;Dépenses;Rémunération;Annuels;17 881 000
Sécurité publique;06;Encadrement et surveillance;04;Commissaire à la lutte contre la corruption;Dépenses;Fonctionnement;Annuels;5 647 000
Sécurité publique;06;Encadrement et surveillance;04;Commissaire à la lutte contre la corruption;Dépenses;;Ne nécessitant pas de crédits;-18 000
Sécurité publique;06;Encadrement et surveillance;05;Bureau des enquêtes indépendantes;Dépenses;Rémunération;Annuels;8 770 000
Sécurité publique;06;Encadrement et surveillance;05;Bureau des enquêtes indépendantes;Dépenses;Fonctionnement;Annuels;1 922 000
Sécurité publique;07;Sécurité civile et sécurité incendie;01;Prévention des sinistres et atténuation des risques;Dépenses;Rémunération;Annuels;5 789 000
Sécurité publique;07;Sécurité civile et sécurité incendie;01;Prévention des sinistres et atténuation des risques;Dépenses;Fonctionnement;Annuels;7 744 000
Sécurité publique;07;Sécurité civile et sécurité incendie;01;Prévention des sinistres et atténuation des risques;Dépenses;Transferts;Annuels;7 593 000
Sécurité publique;07;Sécurité civile et sécurité incendie;02;Interventions de sécurité civile;Dépenses;Rémunération;Annuels;11 256 000
Sécurité publique;07;Sécurité civile et sécurité incendie;02;Interventions de sécurité civile;Dépenses;Fonctionnement;Annuels;3 360 000
Sécurité publique;07;Sécurité civile et sécurité incendie;02;Interventions de sécurité civile;Dépenses;Transferts;Annuels;670 000
Sécurité publique;07;Sécurité civile et sécurité incendie;03;Gestion du rétablissement et adaptation;Dépenses;Rémunération;Annuels;10 464 000
Sécurité publique;07;Sécurité civile et sécurité incendie;03;Gestion du rétablissement et adaptation;Dépenses;Rémunération;Permanents;874 000
Sécurité publique;07;Sécurité civile et sécurité incendie;03;Gestion du rétablissement et adaptation;Dépenses;Fonctionnement;Annuels;25 000
Sécurité publique;07;Sécurité civile et sécurité incendie;03;Gestion du rétablissement et adaptation;Dépenses;Fonctionnement;Permanents;2 507 000
Sécurité publique;07;Sécurité civile et sécurité incendie;03;Gestion du rétablissement et adaptation;Dépenses;Transferts;Annuels;375 000
Sécurité publique;07;Sécurité civile et sécurité incendie;03;Gestion du rétablissement et adaptation;Dépenses;Transferts;Permanents;164 415 000
Sécurité publique;07;Sécurité civile et sécurité incendie;03;Gestion du rétablissement et adaptation;Dépenses;;Ne nécessitant pas de crédits;-8 718 000
Sécurité publique;07;Sécurité civile et sécurité incendie;04;Sécurité incendie et télécommunications d'urgence;Dépenses;Rémunération;Annuels;3 767 000
Sécurité publique;07;Sécurité civile et sécurité incendie;04;Sécurité incendie et télécommunications d'urgence;Dépenses;Fonctionnement;Annuels;35 000
Sécurité publique;07;Sécurité civile et sécurité incendie;04;Sécurité incendie et télécommunications d'urgence;Dépenses;Transferts;Annuels;23 650 000
Tourisme;01;Direction, administration et gestion des programmes;01;Direction et administration;Dépenses;Affectation à un fonds spécial;Annuels;4 533 000
Tourisme;01;Direction, administration et gestion des programmes;01;Direction et administration;Dépenses;Affectation à un fonds spécial;Permanents;10 000
Tourisme;01;Direction, administration et gestion des programmes;02;Gestion des programmes;Dépenses;Affectation à un fonds spécial;Annuels;10 821 000
Tourisme;02;Développement du tourisme;01;Soutien aux projets de développement du tourisme;Dépenses;Affectation à un fonds spécial;Annuels;113 584 000
Tourisme;02;Développement du tourisme;02;Appui aux organisations de développement touristique régional;Dépenses;Affectation à un fonds spécial;Annuels;26 023 000
Tourisme;02;Développement du tourisme;03;Soutien aux événements touristiques;Dépenses;Affectation à un fonds spécial;Annuels;34 135 000
Tourisme;03;Organismes relevant du ministre;01;Société du Centre des congrès de Québec;Dépenses;Transferts;Annuels;16 603 000
Tourisme;03;Organismes relevant du ministre;01;Société du Centre des congrès de Québec;Dépenses;Transferts;Permanents;14 000
Tourisme;03;Organismes relevant du ministre;02;Société du Palais des congrès de Montréal;Dépenses;Transferts;Annuels;24 603 000
Tourisme;03;Organismes relevant du ministre;02;Société du Palais des congrès de Montréal;Dépenses;Transferts;Permanents;55 000
Tourisme;03;Organismes relevant du ministre;03;Société de développement et de mise en valeur du Parc olympique;Dépenses;Transferts;Annuels;288 279 000
Tourisme;03;Organismes relevant du ministre;03;Société de développement et de mise en valeur du Parc olympique;Dépenses;Transferts;Permanents;13 473 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;01;Transport terrestre;Dépenses;Rémunération;Annuels;77 057 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;01;Transport terrestre;Dépenses;Fonctionnement;Annuels;509 125 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;01;Transport terrestre;Dépenses;Transferts;Annuels;182 055 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;01;Transport terrestre;Dépenses;Affectation à un fonds spécial;Annuels;2 128 346 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;01;Transport terrestre;Dépenses;Affectation à un fonds spécial;Permanents;427 611 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;01;Transport terrestre;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;272 009 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;01;Transport terrestre;Investissements;Immobilisations en ressources informationnelles;Annuels;202 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;01;Transport terrestre;Dépenses;;Ne nécessitant pas de crédits;-125 300 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;02;Transport maritime;Dépenses;Rémunération;Annuels;1 480 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;02;Transport maritime;Dépenses;Fonctionnement;Annuels;4 641 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;02;Transport maritime;Dépenses;Transferts;Annuels;350 191 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;02;Transport maritime;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;639 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;02;Transport maritime;Dépenses;;Ne nécessitant pas de crédits;737 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;03;Transport aérien;Dépenses;Rémunération;Annuels;11 492 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;03;Transport aérien;Dépenses;Fonctionnement;Annuels;20 545 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;03;Transport aérien;Dépenses;Transferts;Annuels;73 089 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;03;Transport aérien;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;75 652 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;03;Transport aérien;Dépenses;;Ne nécessitant pas de crédits;16 226 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;04;Commission des transports du Québec;Dépenses;Rémunération;Annuels;10 767 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;04;Commission des transports du Québec;Dépenses;Fonctionnement;Annuels;2 830 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;04;Commission des transports du Québec;Investissements;Immobilisations en ressources informationnelles;Annuels;141 000
Transports et Mobilité durable;01;Infrastructures et systèmes de transport;04;Commission des transports du Québec;Dépenses;;Ne nécessitant pas de crédits;203 000
Transports et Mobilité durable;02;Administration et services corporatifs;01;Direction;Dépenses;Rémunération;Annuels;8 239 000
Transports et Mobilité durable;02;Administration et services corporatifs;01;Direction;Dépenses;Fonctionnement;Annuels;560 000
Transports et Mobilité durable;02;Administration et services corporatifs;01;Direction;Dépenses;Fonctionnement;Permanents;10 000
Transports et Mobilité durable;02;Administration et services corporatifs;01;Direction;Dépenses;Transferts;Annuels;230 000
Transports et Mobilité durable;02;Administration et services corporatifs;02;Services corporatifs;Dépenses;Rémunération;Annuels;42 975 000
Transports et Mobilité durable;02;Administration et services corporatifs;02;Services corporatifs;Dépenses;Fonctionnement;Annuels;22 929 000
Transports et Mobilité durable;02;Administration et services corporatifs;02;Services corporatifs;Dépenses;Créances douteuses et autres provisions;Permanents;7 000
Transports et Mobilité durable;02;Administration et services corporatifs;02;Services corporatifs;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;217 000
Transports et Mobilité durable;02;Administration et services corporatifs;02;Services corporatifs;Investissements;Immobilisations en ressources informationnelles;Annuels;5 496 000
Transports et Mobilité durable;02;Administration et services corporatifs;02;Services corporatifs;Dépenses;;Ne nécessitant pas de crédits;5 414 000
Transports et Mobilité durable;02;Administration et services corporatifs;03;Planification, recherche et développement;Dépenses;Rémunération;Annuels;7 779 000
Transports et Mobilité durable;02;Administration et services corporatifs;03;Planification, recherche et développement;Dépenses;Fonctionnement;Annuels;473 000
Transports et Mobilité durable;02;Administration et services corporatifs;03;Planification, recherche et développement;Dépenses;Transferts;Annuels;132 000
Transports et Mobilité durable;02;Administration et services corporatifs;03;Planification, recherche et développement;Dépenses;;Ne nécessitant pas de crédits;-10 000
Travail;01;Travail;01;Gouvernance et administration;Dépenses;Rémunération;Annuels;2 158 000
Travail;01;Travail;01;Gouvernance et administration;Dépenses;Fonctionnement;Annuels;394 000
Travail;01;Travail;01;Gouvernance et administration;Dépenses;Fonctionnement;Permanents;10 000
Travail;01;Travail;01;Gouvernance et administration;Dépenses;Transferts;Annuels;190 000
Travail;01;Travail;01;Gouvernance et administration;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;15 000
Travail;01;Travail;01;Gouvernance et administration;Investissements;Immobilisations en ressources informationnelles;Annuels;305 000
Travail;01;Travail;01;Gouvernance et administration;Dépenses;;Ne nécessitant pas de crédits;227 000
Travail;01;Travail;02;Politiques et relations du travail;Dépenses;Rémunération;Annuels;7 928 000
Travail;01;Travail;02;Politiques et relations du travail;Dépenses;Fonctionnement;Annuels;6 137 000
Travail;01;Travail;02;Politiques et relations du travail;Dépenses;Transferts;Annuels;23 596 000
Travail;01;Travail;03;Tribunal administratif du travail;Dépenses;Affectation à un fonds spécial;Annuels;5 707 000
Travail;01;Travail;04;Régie du bâtiment du Québec;Dépenses;Transferts;Annuels;2 873 000
